111theta,111intensity,200theta,200intensity,220theta,220intensity,311theta,311intensity,222theta,222intensity,400theta,400intensity
19.102,62.5,22.102,66.7,31.602,141.7,37.602,125,50.102,91.7,52.502,350
19.104,70.8,22.104,91.7,31.604,175,37.604,133.3,50.104,75,52.504,316.7
19.106,79.2,22.106,75,31.606,141.7,37.606,166.7,50.106,87.5,52.506,379.2
19.108,70.8,22.108,50,31.608,112.5,37.608,150,50.108,75,52.508,283.3
19.11,83.3,22.11,120.8,31.61,116.7,37.61,120.8,50.11,83.3,52.51,312.5
19.112,87.5,22.112,79.2,31.612,150,37.612,125,50.112,66.7,52.512,300
19.114,100,22.114,108.3,31.614,175,37.614,145.8,50.114,79.2,52.514,275
19.116,87.5,22.116,70.8,31.616,166.7,37.616,112.5,50.116,75,52.516,333.3
19.118,87.5,22.118,100,31.618,108.3,37.618,141.7,50.118,100,52.518,325
19.12,95.8,22.12,100,31.62,179.2,37.62,125,50.12,133.3,52.52,262.5
19.122,112.5,22.122,70.8,31.622,162.5,37.622,158.3,50.122,95.8,52.522,191.7
19.124,91.7,22.124,116.7,31.624,141.7,37.624,95.8,50.124,83.3,52.524,266.7
19.126,91.7,22.126,95.8,31.626,166.7,37.626,104.2,50.126,91.7,52.526,325
19.128,79.2,22.128,100,31.628,154.2,37.628,175,50.128,70.8,52.528,337.5
19.13,70.8,22.13,137.5,31.63,150,37.63,137.5,50.13,87.5,52.53,325
19.132,54.2,22.132,112.5,31.632,145.8,37.632,145.8,50.132,95.8,52.532,291.7
19.134,112.5,22.134,125,31.634,170.8,37.634,70.8,50.134,83.3,52.534,320.8
19.136,116.7,22.136,54.2,31.636,133.3,37.636,120.8,50.136,129.2,52.536,262.5
19.138,45.8,22.138,79.2,31.638,116.7,37.638,191.7,50.138,95.8,52.538,308.3
19.14,100,22.14,87.5,31.64,137.5,37.64,154.2,50.14,104.2,52.54,291.7
19.142,91.7,22.142,75,31.642,158.3,37.642,133.3,50.142,45.8,52.542,295.8
19.144,50,22.144,87.5,31.644,125,37.644,125,50.144,95.8,52.544,279.2
19.146,100,22.146,120.8,31.646,120.8,37.646,162.5,50.146,116.7,52.546,250
19.148,75,22.148,70.8,31.648,137.5,37.648,120.8,50.148,83.3,52.548,312.5
19.15,66.7,22.15,116.7,31.65,133.3,37.65,195.8,50.15,95.8,52.55,329.2
19.152,95.8,22.152,112.5,31.652,166.7,37.652,141.7,50.152,100,52.552,300
19.154,100,22.154,87.5,31.654,158.3,37.654,145.8,50.154,137.5,52.554,279.2
19.156,116.7,22.156,116.7,31.656,137.5,37.656,120.8,50.156,87.5,52.556,262.5
19.158,87.5,22.158,137.5,31.658,116.7,37.658,112.5,50.158,70.8,52.558,295.8
19.16,45.8,22.16,91.7,31.66,170.8,37.66,112.5,50.16,100,52.56,262.5
19.162,91.7,22.162,137.5,31.662,150,37.662,145.8,50.162,112.5,52.562,266.7
19.164,104.2,22.164,91.7,31.664,154.2,37.664,129.2,50.164,133.3,52.564,287.5
19.166,129.2,22.166,104.2,31.666,125,37.666,116.7,50.166,104.2,52.566,191.7
19.168,87.5,22.168,87.5,31.668,145.8,37.668,166.7,50.168,91.7,52.568,250
19.17,91.7,22.17,116.7,31.67,104.2,37.67,112.5,50.17,112.5,52.57,325
19.172,83.3,22.172,112.5,31.672,166.7,37.672,179.2,50.172,95.8,52.572,258.3
19.174,83.3,22.174,108.3,31.674,191.7,37.674,150,50.174,70.8,52.574,250
19.176,83.3,22.176,158.3,31.676,154.2,37.676,150,50.176,108.3,52.576,354.2
19.178,104.2,22.178,87.5,31.678,95.8,37.678,154.2,50.178,33.3,52.578,279.2
19.18,50,22.18,95.8,31.68,145.8,37.68,191.7,50.18,116.7,52.58,312.5
19.182,87.5,22.182,91.7,31.682,183.3,37.682,162.5,50.182,104.2,52.582,266.7
19.184,70.8,22.184,91.7,31.684,150,37.684,129.2,50.184,87.5,52.584,270.8
19.186,120.8,22.186,120.8,31.686,129.2,37.686,120.8,50.186,91.7,52.586,279.2
19.188,50,22.188,91.7,31.688,183.3,37.688,170.8,50.188,66.7,52.588,312.5
19.19,100,22.19,66.7,31.69,133.3,37.69,150,50.19,104.2,52.59,225
19.192,104.2,22.192,83.3,31.692,175,37.692,166.7,50.192,79.2,52.592,304.2
19.194,104.2,22.194,108.3,31.694,166.7,37.694,120.8,50.194,137.5,52.594,254.2
19.196,100,22.196,129.2,31.696,154.2,37.696,154.2,50.196,95.8,52.596,237.5
19.198,112.5,22.198,116.7,31.698,145.8,37.698,137.5,50.198,133.3,52.598,308.3
19.2,108.3,22.2,125,31.7,183.3,37.7,166.7,50.2,100,52.6,245.8
19.202,116.7,22.202,83.3,31.702,129.2,37.702,179.2,50.202,108.3,52.602,308.3
19.204,95.8,22.204,95.8,31.704,191.7,37.704,166.7,50.204,104.2,52.604,275
19.206,108.3,22.206,137.5,31.706,162.5,37.706,158.3,50.206,100,52.606,279.2
19.208,70.8,22.208,87.5,31.708,137.5,37.708,195.8,50.208,79.2,52.608,312.5
19.21,129.2,22.21,112.5,31.71,170.8,37.71,137.5,50.21,87.5,52.61,304.2
19.212,120.8,22.212,108.3,31.712,120.8,37.712,170.8,50.212,58.3,52.612,279.2
19.214,129.2,22.214,116.7,31.714,170.8,37.714,116.7,50.214,104.2,52.614,325
19.216,91.7,22.216,141.7,31.716,116.7,37.716,225,50.216,112.5,52.616,383.3
19.218,79.2,22.218,125,31.718,104.2,37.718,112.5,50.218,125,52.618,312.5
19.22,100,22.22,108.3,31.72,158.3,37.72,150,50.22,83.3,52.62,312.5
19.222,83.3,22.222,54.2,31.722,133.3,37.722,154.2,50.222,100,52.622,358.3
19.224,75,22.224,150,31.724,133.3,37.724,162.5,50.224,87.5,52.624,333.3
19.226,95.8,22.226,91.7,31.726,204.2,37.726,183.3,50.226,70.8,52.626,233.3
19.228,100,22.228,100,31.728,158.3,37.728,133.3,50.228,108.3,52.628,262.5
19.23,83.3,22.23,79.2,31.73,179.2,37.73,191.7,50.23,87.5,52.63,329.2
19.232,108.3,22.232,104.2,31.732,120.8,37.732,150,50.232,79.2,52.632,279.2
19.234,95.8,22.234,125,31.734,154.2,37.734,162.5,50.234,100,52.634,283.3
19.236,100,22.236,95.8,31.736,158.3,37.736,133.3,50.236,83.3,52.636,329.2
19.238,83.3,22.238,79.2,31.738,141.7,37.738,170.8,50.238,58.3,52.638,316.7
19.24,112.5,22.24,108.3,31.74,145.8,37.74,179.2,50.24,91.7,52.64,279.2
19.242,100,22.242,104.2,31.742,162.5,37.742,154.2,50.242,79.2,52.642,350
19.244,104.2,22.244,141.7,31.744,158.3,37.744,162.5,50.244,87.5,52.644,270.8
19.246,66.7,22.246,120.8,31.746,133.3,37.746,191.7,50.246,79.2,52.646,295.8
19.248,87.5,22.248,150,31.748,187.5,37.748,187.5,50.248,120.8,52.648,383.3
19.25,87.5,22.25,112.5,31.75,120.8,37.75,116.7,50.25,87.5,52.65,308.3
19.252,95.8,22.252,112.5,31.752,154.2,37.752,158.3,50.252,100,52.652,187.5
19.254,104.2,22.254,137.5,31.754,129.2,37.754,179.2,50.254,104.2,52.654,279.2
19.256,120.8,22.256,108.3,31.756,137.5,37.756,170.8,50.256,129.2,52.656,275
19.258,145.8,22.258,91.7,31.758,145.8,37.758,170.8,50.258,62.5,52.658,325
19.26,116.7,22.26,137.5,31.76,141.7,37.76,183.3,50.26,133.3,52.66,258.3
19.262,91.7,22.262,108.3,31.762,183.3,37.762,212.5,50.262,129.2,52.662,350
19.264,112.5,22.264,154.2,31.764,170.8,37.764,175,50.264,54.2,52.664,245.8
19.266,120.8,22.266,95.8,31.766,116.7,37.766,154.2,50.266,129.2,52.666,312.5
19.268,120.8,22.268,108.3,31.768,200,37.768,183.3,50.268,120.8,52.668,329.2
19.27,83.3,22.27,112.5,31.77,150,37.77,158.3,50.27,108.3,52.67,304.2
19.272,112.5,22.272,133.3,31.772,187.5,37.772,166.7,50.272,91.7,52.672,308.3
19.274,116.7,22.274,166.7,31.774,200,37.774,216.7,50.274,95.8,52.674,316.7
19.276,95.8,22.276,129.2,31.776,204.2,37.776,179.2,50.276,100,52.676,279.2
19.278,145.8,22.278,170.8,31.778,175,37.778,166.7,50.278,70.8,52.678,312.5
19.28,95.8,22.28,158.3,31.78,170.8,37.78,179.2,50.28,112.5,52.68,312.5
19.282,87.5,22.282,150,31.782,204.2,37.782,183.3,50.282,75,52.682,220.8
19.284,137.5,22.284,145.8,31.784,179.2,37.784,179.2,50.284,75,52.684,341.7
19.286,108.3,22.286,158.3,31.786,175,37.786,220.8,50.286,129.2,52.686,266.7
19.288,129.2,22.288,129.2,31.788,166.7,37.788,154.2,50.288,91.7,52.688,270.8
19.29,187.5,22.29,125,31.79,166.7,37.79,170.8,50.29,54.2,52.69,333.3
19.292,120.8,22.292,145.8,31.792,158.3,37.792,154.2,50.292,112.5,52.692,287.5
19.294,112.5,22.294,129.2,31.794,133.3,37.794,191.7,50.294,116.7,52.694,270.8
19.296,145.8,22.296,112.5,31.796,154.2,37.796,200,50.296,87.5,52.696,275
19.298,141.7,22.298,129.2,31.798,137.5,37.798,179.2,50.298,66.7,52.698,275
19.3,116.7,22.3,125,31.8,220.8,37.8,200,50.3,108.3,52.7,316.7
19.302,116.7,22.302,116.7,31.802,200,37.802,225,50.302,108.3,52.702,275
19.304,120.8,22.304,125,31.804,116.7,37.804,137.5,50.304,112.5,52.704,295.8
19.306,120.8,22.306,75,31.806,166.7,37.806,179.2,50.306,62.5,52.706,287.5
19.308,125,22.308,137.5,31.808,154.2,37.808,216.7,50.308,112.5,52.708,337.5
19.31,120.8,22.31,112.5,31.81,145.8,37.81,162.5,50.31,87.5,52.71,220.8
19.312,141.7,22.312,137.5,31.812,175,37.812,204.2,50.312,133.3,52.712,254.2
19.314,133.3,22.314,137.5,31.814,145.8,37.814,229.2,50.314,104.2,52.714,287.5
19.316,145.8,22.316,145.8,31.816,179.2,37.816,187.5,50.316,95.8,52.716,308.3
19.318,195.8,22.318,108.3,31.818,266.7,37.818,166.7,50.318,104.2,52.718,250
19.32,170.8,22.32,95.8,31.82,187.5,37.82,179.2,50.32,104.2,52.72,241.7
19.322,108.3,22.322,129.2,31.822,170.8,37.822,241.7,50.322,108.3,52.722,212.5
19.324,120.8,22.324,145.8,31.824,225,37.824,195.8,50.324,95.8,52.724,233.3
19.326,116.7,22.326,120.8,31.826,179.2,37.826,220.8,50.326,75,52.726,287.5
19.328,179.2,22.328,154.2,31.828,179.2,37.828,225,50.328,66.7,52.728,320.8
19.33,87.5,22.33,145.8,31.83,195.8,37.83,179.2,50.33,104.2,52.73,262.5
19.332,175,22.332,129.2,31.832,154.2,37.832,275,50.332,104.2,52.732,229.2
19.334,125,22.334,158.3,31.834,175,37.834,175,50.334,100,52.734,241.7
19.336,141.7,22.336,191.7,31.836,137.5,37.836,175,50.336,91.7,52.736,237.5
19.338,133.3,22.338,112.5,31.838,187.5,37.838,187.5,50.338,70.8,52.738,270.8
19.34,141.7,22.34,150,31.84,166.7,37.84,216.7,50.34,62.5,52.74,250
19.342,137.5,22.342,116.7,31.842,195.8,37.842,216.7,50.342,133.3,52.742,229.2
19.344,154.2,22.344,112.5,31.844,162.5,37.844,291.7,50.344,91.7,52.744,245.8
19.346,150,22.346,83.3,31.846,200,37.846,208.3,50.346,112.5,52.746,233.3
19.348,129.2,22.348,133.3,31.848,129.2,37.848,212.5,50.348,154.2,52.748,258.3
19.35,137.5,22.35,141.7,31.85,195.8,37.85,200,50.35,137.5,52.75,283.3
19.352,158.3,22.352,162.5,31.852,208.3,37.852,216.7,50.352,100,52.752,225
19.354,166.7,22.354,145.8,31.854,166.7,37.854,237.5,50.354,87.5,52.754,312.5
19.356,170.8,22.356,145.8,31.856,166.7,37.856,220.8,50.356,108.3,52.756,212.5
19.358,175,22.358,170.8,31.858,145.8,37.858,225,50.358,129.2,52.758,237.5
19.36,129.2,22.36,137.5,31.86,212.5,37.86,266.7,50.36,91.7,52.76,212.5
19.362,183.3,22.362,170.8,31.862,216.7,37.862,229.2,50.362,112.5,52.762,220.8
19.364,112.5,22.364,150,31.864,212.5,37.864,283.3,50.364,79.2,52.764,270.8
19.366,141.7,22.366,137.5,31.866,220.8,37.866,212.5,50.366,100,52.766,237.5
19.368,220.8,22.368,166.7,31.868,183.3,37.868,229.2,50.368,83.3,52.768,241.7
19.37,170.8,22.37,145.8,31.87,191.7,37.87,266.7,50.37,95.8,52.77,262.5
19.372,141.7,22.372,141.7,31.872,162.5,37.872,312.5,50.372,95.8,52.772,245.8
19.374,158.3,22.374,145.8,31.874,141.7,37.874,266.7,50.374,129.2,52.774,262.5
19.376,170.8,22.376,175,31.876,200,37.876,229.2,50.376,112.5,52.776,225
19.378,170.8,22.378,141.7,31.878,216.7,37.878,204.2,50.378,95.8,52.778,200
19.38,175,22.38,145.8,31.88,212.5,37.88,179.2,50.38,120.8,52.78,279.2
19.382,179.2,22.382,154.2,31.882,204.2,37.882,204.2,50.382,112.5,52.782,216.7
19.384,158.3,22.384,145.8,31.884,145.8,37.884,250,50.384,116.7,52.784,200
19.386,166.7,22.386,204.2,31.886,200,37.886,266.7,50.386,100,52.786,216.7
19.388,212.5,22.388,162.5,31.888,208.3,37.888,275,50.388,100,52.788,237.5
19.39,200,22.39,150,31.89,212.5,37.89,225,50.39,91.7,52.79,170.8
19.392,170.8,22.392,158.3,31.892,183.3,37.892,258.3,50.392,91.7,52.792,237.5
19.394,191.7,22.394,145.8,31.894,183.3,37.894,225,50.394,166.7,52.794,250
19.396,112.5,22.396,183.3,31.896,212.5,37.896,279.2,50.396,108.3,52.796,158.3
19.398,195.8,22.398,183.3,31.898,233.3,37.898,275,50.398,87.5,52.798,204.2
19.4,187.5,22.4,166.7,31.9,220.8,37.9,241.7,50.4,95.8,52.8,212.5
19.402,183.3,22.402,212.5,31.902,220.8,37.902,287.5,50.402,120.8,52.802,237.5
19.404,162.5,22.404,133.3,31.904,208.3,37.904,283.3,50.404,116.7,52.804,287.5
19.406,204.2,22.406,154.2,31.906,191.7,37.906,266.7,50.406,112.5,52.806,233.3
19.408,204.2,22.408,208.3,31.908,175,37.908,300,50.408,120.8,52.808,208.3
19.41,195.8,22.41,145.8,31.91,225,37.91,279.2,50.41,104.2,52.81,175
19.412,162.5,22.412,179.2,31.912,166.7,37.912,279.2,50.412,133.3,52.812,245.8
19.414,158.3,22.414,183.3,31.914,191.7,37.914,266.7,50.414,104.2,52.814,200
19.416,195.8,22.416,137.5,31.916,250,37.916,275,50.416,91.7,52.816,233.3
19.418,191.7,22.418,145.8,31.918,212.5,37.918,270.8,50.418,83.3,52.818,208.3
19.42,200,22.42,179.2,31.92,229.2,37.92,316.7,50.42,83.3,52.82,200
19.422,162.5,22.422,187.5,31.922,245.8,37.922,250,50.422,83.3,52.822,200
19.424,245.8,22.424,200,31.924,220.8,37.924,241.7,50.424,108.3,52.824,179.2
19.426,195.8,22.426,145.8,31.926,212.5,37.926,245.8,50.426,141.7,52.826,195.8
19.428,195.8,22.428,220.8,31.928,250,37.928,412.5,50.428,75,52.828,204.2
19.43,241.7,22.43,183.3,31.93,225,37.93,279.2,50.43,108.3,52.83,154.2
19.432,200,22.432,170.8,31.932,145.8,37.932,291.7,50.432,120.8,52.832,162.5
19.434,216.7,22.434,150,31.934,208.3,37.934,287.5,50.434,112.5,52.834,187.5
19.436,166.7,22.436,220.8,31.936,220.8,37.936,312.5,50.436,66.7,52.836,145.8
19.438,200,22.438,154.2,31.938,225,37.938,304.2,50.438,154.2,52.838,200
19.44,187.5,22.44,250,31.94,179.2,37.94,345.8,50.44,83.3,52.84,204.2
19.442,220.8,22.442,262.5,31.942,279.2,37.942,291.7,50.442,87.5,52.842,208.3
19.444,229.2,22.444,175,31.944,191.7,37.944,304.2,50.444,125,52.844,212.5
19.446,291.7,22.446,150,31.946,187.5,37.946,354.2,50.446,62.5,52.846,204.2
19.448,233.3,22.448,204.2,31.948,237.5,37.948,320.8,50.448,83.3,52.848,195.8
19.45,241.7,22.45,187.5,31.95,245.8,37.95,308.3,50.45,112.5,52.85,179.2
19.452,270.8,22.452,183.3,31.952,237.5,37.952,370.8,50.452,95.8,52.852,208.3
19.454,250,22.454,200,31.954,212.5,37.954,375,50.454,116.7,52.854,166.7
19.456,250,22.456,237.5,31.956,208.3,37.956,354.2,50.456,120.8,52.856,170.8
19.458,279.2,22.458,250,31.958,191.7,37.958,354.2,50.458,150,52.858,212.5
19.46,270.8,22.46,187.5,31.96,250,37.96,341.7,50.46,116.7,52.86,195.8
19.462,254.2,22.462,200,31.962,200,37.962,345.8,50.462,100,52.862,166.7
19.464,295.8,22.464,204.2,31.964,195.8,37.964,316.7,50.464,137.5,52.864,195.8
19.466,270.8,22.466,175,31.966,254.2,37.966,354.2,50.466,125,52.866,175
19.468,270.8,22.468,266.7,31.968,262.5,37.968,445.8,50.468,108.3,52.868,158.3
19.47,245.8,22.47,187.5,31.97,225,37.97,391.7,50.47,104.2,52.87,145.8
19.472,325,22.472,212.5,31.972,250,37.972,333.3,50.472,116.7,52.872,187.5
19.474,270.8,22.474,229.2,31.974,241.7,37.974,391.7,50.474,154.2,52.874,166.7
19.476,300,22.476,225,31.976,225,37.976,395.8,50.476,100,52.876,162.5
19.478,279.2,22.478,154.2,31.978,254.2,37.978,350,50.478,125,52.878,187.5
19.48,270.8,22.48,233.3,31.98,229.2,37.98,379.2,50.48,145.8,52.88,133.3
19.482,300,22.482,258.3,31.982,208.3,37.982,358.3,50.482,120.8,52.882,179.2
19.484,325,22.484,237.5,31.984,225,37.984,375,50.484,116.7,52.884,216.7
19.486,316.7,22.486,208.3,31.986,229.2,37.986,466.7,50.486,95.8,52.886,141.7
19.488,329.2,22.488,229.2,31.988,204.2,37.988,487.5,50.488,150,52.888,154.2
19.49,295.8,22.49,216.7,31.99,258.3,37.99,437.5,50.49,125,52.89,158.3
19.492,337.5,22.492,250,31.992,279.2,37.992,425,50.492,145.8,52.892,166.7
19.494,291.7,22.494,216.7,31.994,233.3,37.994,454.2,50.494,95.8,52.894,195.8
19.496,237.5,22.496,233.3,31.996,220.8,37.996,433.3,50.496,104.2,52.896,191.7
19.498,300,22.498,229.2,31.998,275,37.998,362.5,50.498,120.8,52.898,166.7
19.5,341.7,22.5,254.2,32,204.2,38,487.5,50.5,133.3,52.9,175
19.502,308.3,22.502,279.2,32.002,241.7,38.002,404.2,50.502,120.8,52.902,150
19.504,329.2,22.504,195.8,32.004,229.2,38.004,416.7,50.504,112.5,52.904,154.2
19.506,375,22.506,254.2,32.006,229.2,38.006,395.8,50.506,125,52.906,116.7
19.508,375,22.508,250,32.008,237.5,38.008,429.2,50.508,150,52.908,120.8
19.51,404.2,22.51,204.2,32.01,295.8,38.01,416.7,50.51,120.8,52.91,150
19.512,387.5,22.512,329.2,32.012,279.2,38.012,366.7,50.512,162.5,52.912,150
19.514,358.3,22.514,216.7,32.014,279.2,38.014,483.3,50.514,133.3,52.914,141.7
19.516,366.7,22.516,245.8,32.016,208.3,38.016,458.3,50.516,129.2,52.916,175
19.518,391.7,22.518,258.3,32.018,316.7,38.018,529.2,50.518,120.8,52.918,191.7
19.52,325,22.52,262.5,32.02,258.3,38.02,445.8,50.52,166.7,52.92,170.8
19.522,400,22.522,279.2,32.022,270.8,38.022,433.3,50.522,95.8,52.922,133.3
19.524,362.5,22.524,266.7,32.024,250,38.024,433.3,50.524,129.2,52.924,170.8
19.526,300,22.526,258.3,32.026,237.5,38.026,525,50.526,112.5,52.926,108.3
19.528,316.7,22.528,312.5,32.028,308.3,38.028,462.5,50.528,141.7,52.928,125
19.53,337.5,22.53,295.8,32.03,287.5,38.03,533.3,50.53,91.7,52.93,158.3
19.532,358.3,22.532,250,32.032,295.8,38.032,612.5,50.532,154.2,52.932,162.5
19.534,370.8,22.534,316.7,32.034,225,38.034,616.7,50.534,120.8,52.934,195.8
19.536,362.5,22.536,275,32.036,325,38.036,550,50.536,145.8,52.936,175
19.538,429.2,22.538,262.5,32.038,250,38.038,558.3,50.538,129.2,52.938,158.3
19.54,412.5,22.54,316.7,32.04,283.3,38.04,554.2,50.54,166.7,52.94,158.3
19.542,425,22.542,391.7,32.042,279.2,38.042,612.5,50.542,120.8,52.942,120.8
19.544,425,22.544,320.8,32.044,250,38.044,700,50.544,100,52.944,108.3
19.546,408.3,22.546,283.3,32.046,300,38.046,604.2,50.546,120.8,52.946,112.5
19.548,441.7,22.548,308.3,32.048,275,38.048,558.3,50.548,120.8,52.948,145.8
19.55,425,22.55,312.5,32.05,262.5,38.05,550,50.55,79.2,52.95,137.5
19.552,341.7,22.552,295.8,32.052,270.8,38.052,545.8,50.552,125,52.952,116.7
19.554,412.5,22.554,337.5,32.054,320.8,38.054,629.2,50.554,179.2,52.954,162.5
19.556,462.5,22.556,325,32.056,333.3,38.056,550,50.556,158.3,52.956,116.7
19.558,454.2,22.558,329.2,32.058,341.7,38.058,591.7,50.558,104.2,52.958,179.2
19.56,416.7,22.56,325,32.06,270.8,38.06,583.3,50.56,150,52.96,150
19.562,483.3,22.562,304.2,32.062,345.8,38.062,616.7,50.562,100,52.962,137.5
19.564,433.3,22.564,350,32.064,329.2,38.064,766.7,50.564,145.8,52.964,116.7
19.566,441.7,22.566,345.8,32.066,295.8,38.066,654.2,50.566,120.8,52.966,154.2
19.568,470.8,22.568,333.3,32.068,279.2,38.068,637.5,50.568,137.5,52.968,120.8
19.57,495.8,22.57,341.7,32.07,287.5,38.07,604.2,50.57,129.2,52.97,120.8
19.572,512.5,22.572,358.3,32.072,341.7,38.072,695.8,50.572,95.8,52.972,125
19.574,537.5,22.574,362.5,32.074,325,38.074,662.5,50.574,112.5,52.974,162.5
19.576,466.7,22.576,291.7,32.076,316.7,38.076,737.5,50.576,154.2,52.976,129.2
19.578,437.5,22.578,295.8,32.078,291.7,38.078,704.2,50.578,158.3,52.978,145.8
19.58,583.3,22.58,383.3,32.08,279.2,38.08,845.8,50.58,125,52.98,125
19.582,512.5,22.582,429.2,32.082,391.7,38.082,787.5,50.582,133.3,52.982,150
19.584,566.7,22.584,354.2,32.084,320.8,38.084,758.3,50.584,166.7,52.984,116.7
19.586,554.2,22.586,366.7,32.086,375,38.086,745.8,50.586,112.5,52.986,133.3
19.588,500,22.588,412.5,32.088,358.3,38.088,775,50.588,158.3,52.988,125
19.59,483.3,22.59,466.7,32.09,333.3,38.09,795.8,50.59,162.5,52.99,120.8
19.592,479.2,22.592,345.8,32.092,358.3,38.092,816.7,50.592,150,52.992,154.2
19.594,504.2,22.594,391.7,32.094,429.2,38.094,704.2,50.594,158.3,52.994,83.3
19.596,579.2,22.596,458.3,32.096,308.3,38.096,829.2,50.596,141.7,52.996,129.2
19.598,495.8,22.598,433.3,32.098,308.3,38.098,829.2,50.598,120.8,52.998,154.2
19.6,608.3,22.6,400,32.1,387.5,38.1,645.8,50.6,108.3,53,120.8
19.602,554.2,22.602,383.3,32.102,312.5,38.102,841.7,50.602,133.3,53.002,112.5
19.604,541.7,22.604,445.8,32.104,308.3,38.104,745.8,50.604,166.7,53.004,100
19.606,670.8,22.606,425,32.106,391.7,38.106,800,50.606,125,53.006,170.8
19.608,650,22.608,395.8,32.108,329.2,38.108,833.3,50.608,125,53.008,120.8
19.61,520.8,22.61,508.3,32.11,445.8,38.11,858.3,50.61,187.5,53.01,79.2
19.612,537.5,22.612,433.3,32.112,333.3,38.112,833.3,50.612,166.7,53.012,116.7
19.614,600,22.614,487.5,32.114,308.3,38.114,895.8,50.614,104.2,53.014,116.7
19.616,620.8,22.616,433.3,32.116,366.7,38.116,904.2,50.616,95.8,53.016,112.5
19.618,525,22.618,416.7,32.118,329.2,38.118,920.8,50.618,137.5,53.018,100
19.62,595.8,22.62,458.3,32.12,308.3,38.12,870.8,50.62,91.7,53.02,91.7
19.622,591.7,22.622,512.5,32.122,366.7,38.122,837.5,50.622,162.5,53.022,83.3
19.624,720.8,22.624,387.5,32.124,429.2,38.124,954.2,50.624,179.2,53.024,104.2
19.626,645.8,22.626,508.3,32.126,354.2,38.126,933.3,50.626,125,53.026,79.2
19.628,658.3,22.628,470.8,32.128,400,38.128,945.8,50.628,158.3,53.028,150
19.63,704.2,22.63,541.7,32.13,412.5,38.13,829.2,50.63,141.7,53.03,137.5
19.632,666.7,22.632,370.8,32.132,362.5,38.132,933.3,50.632,154.2,53.032,120.8
19.634,512.5,22.634,400,32.134,479.2,38.134,879.2,50.634,187.5,53.034,179.2
19.636,608.3,22.636,483.3,32.136,425,38.136,862.5,50.636,195.8,53.036,100
19.638,745.8,22.638,525,32.138,379.2,38.138,887.5,50.638,141.7,53.038,120.8
19.64,654.2,22.64,520.8,32.14,450,38.14,1012.5,50.64,154.2,53.04,100
19.642,641.7,22.642,554.2,32.142,420.8,38.142,1020.8,50.642,116.7,53.042,150
19.644,729.2,22.644,558.3,32.144,475,38.144,1037.5,50.644,129.2,53.044,145.8
19.646,575,22.646,545.8,32.146,441.7,38.146,895.8,50.646,150,53.046,104.2
19.648,637.5,22.648,462.5,32.148,554.2,38.148,866.7,50.648,116.7,53.048,120.8
19.65,633.3,22.65,516.7,32.15,520.8,38.15,975,50.65,195.8,53.05,108.3
19.652,691.7,22.652,529.2,32.152,570.8,38.152,833.3,50.652,170.8,53.052,104.2
19.654,629.2,22.654,729.2,32.154,529.2,38.154,854.2,50.654,166.7,53.054,125
19.656,725,22.656,483.3,32.156,450,38.156,908.3,50.656,137.5,53.056,91.7
19.658,662.5,22.658,533.3,32.158,620.8,38.158,991.7,50.658,187.5,53.058,137.5
19.66,700,22.66,637.5,32.16,500,38.16,966.7,50.66,137.5,53.06,100
19.662,654.2,22.662,612.5,32.162,587.5,38.162,1087.5,50.662,150,53.062,66.7
19.664,670.8,22.664,654.2,32.164,462.5,38.164,991.7,50.664,200,53.064,112.5
19.666,675,22.666,600,32.166,591.7,38.166,929.2,50.666,150,53.066,112.5
19.668,683.3,22.668,604.2,32.168,479.2,38.168,983.3,50.668,187.5,53.068,95.8
19.67,729.2,22.67,654.2,32.17,437.5,38.17,983.3,50.67,141.7,53.07,87.5
19.672,725,22.672,604.2,32.172,479.2,38.172,870.8,50.672,108.3,53.072,133.3
19.674,620.8,22.674,641.7,32.174,508.3,38.174,1029.2,50.674,175,53.074,145.8
19.676,695.8,22.676,558.3,32.176,587.5,38.176,891.7,50.676,162.5,53.076,120.8
19.678,683.3,22.678,570.8,32.178,495.8,38.178,800,50.678,170.8,53.078,116.7
19.68,650,22.68,666.7,32.18,525,38.18,845.8,50.68,258.3,53.08,116.7
19.682,745.8,22.682,666.7,32.182,612.5,38.182,1000,50.682,145.8,53.082,100
19.684,750,22.684,600,32.184,500,38.184,1004.2,50.684,175,53.084,120.8
19.686,662.5,22.686,658.3,32.186,608.3,38.186,845.8,50.686,158.3,53.086,125
19.688,691.7,22.688,687.5,32.188,608.3,38.188,1012.5,50.688,150,53.088,120.8
19.69,654.2,22.69,600,32.19,608.3,38.19,983.3,50.69,187.5,53.09,125
19.692,562.5,22.692,633.3,32.192,587.5,38.192,845.8,50.692,170.8,53.092,100
19.694,712.5,22.694,591.7,32.194,591.7,38.194,983.3,50.694,200,53.094,170.8
19.696,733.3,22.696,583.3,32.196,595.8,38.196,870.8,50.696,154.2,53.096,112.5
19.698,595.8,22.698,629.2,32.198,700,38.198,925,50.698,204.2,53.098,91.7
19.7,566.7,22.7,612.5,32.2,616.7,38.2,983.3,50.7,191.7,53.1,141.7
19.702,616.7,22.702,650,32.202,641.7,38.202,929.2,50.702,162.5,53.102,141.7
19.704,595.8,22.704,725,32.204,687.5,38.204,808.3,50.704,250,53.104,129.2
19.706,720.8,22.706,625,32.206,716.7,38.206,1004.2,50.706,141.7,53.106,116.7
