111theta,111intensity,200theta,200intensity,220theta,220intensity,311theta,311intensity,222theta,222intensity,400theta,400intensity
19.17,80,22.14,106,31.73,143,37.67,110,50.67,100,52.43,150
19.18,80,22.15,98,31.74,122,37.68,103,50.68,110,52.44,119
19.19,97,22.16,88,31.75,143,37.69,96,50.69,133,52.45,132
19.2,73,22.17,104,31.76,142,37.7,90,50.7,126,52.46,139
19.21,92,22.18,88,31.77,121,37.71,106,50.71,140,52.47,130
19.22,77,22.19,97,31.78,131,37.72,105,50.72,116,52.48,116
19.23,97,22.2,104,31.79,143,37.73,95,50.73,131,52.49,131
19.24,95,22.21,101,31.8,136,37.74,105,50.74,117,52.5,118
19.25,105,22.22,83,31.81,122,37.75,95,50.75,116,52.51,119
19.26,94,22.23,89,31.82,114,37.76,96,50.76,129,52.52,126
19.27,84,22.24,90,31.83,135,37.77,104,50.77,116,52.53,131
19.28,77,22.25,91,31.84,140,37.78,88,50.78,143,52.54,115
19.29,98,22.26,89,31.85,113,37.79,110,50.79,165,52.55,125
19.3,84,22.27,89,31.86,119,37.8,118,50.8,156,52.56,153
19.31,80,22.28,85,31.87,120,37.81,105,50.81,156,52.57,152
19.32,88,22.29,94,31.88,141,37.82,111,50.82,187,52.58,141
19.33,75,22.3,105,31.89,149,37.83,89,50.83,251,52.59,192
19.34,74,22.31,112,31.9,149,37.84,105,50.84,285,52.6,213
19.35,96,22.32,103,31.91,127,37.85,101,50.85,289,52.61,237
19.36,91,22.33,102,31.92,142,37.86,127,50.86,368,52.62,262
19.37,81,22.34,104,31.93,134,37.87,102,50.87,464,52.63,304
19.38,71,22.35,90,31.94,137,37.88,112,50.88,518,52.64,327
19.39,95,22.36,97,31.95,126,37.89,97,50.89,590,52.65,367
19.4,86,22.37,112,31.96,124,37.9,117,50.9,648,52.66,391
19.41,98,22.38,92,31.97,126,37.91,107,50.91,625,52.67,417
19.42,87,22.39,89,31.98,157,37.92,105,50.92,568,52.68,401
19.43,98,22.4,114,31.99,142,37.93,94,50.93,397,52.69,322
19.44,102,22.41,93,32,126,37.94,97,50.94,315,52.7,229
19.45,111,22.42,99,32.01,120,37.95,128,50.95,257,52.71,221
19.46,85,22.43,96,32.02,118,37.96,111,50.96,195,52.72,174
19.47,123,22.44,89,32.03,142,37.97,126,50.97,181,52.73,147
19.48,124,22.45,92,32.04,146,37.98,135,50.98,172,52.74,143
19.49,117,22.46,95,32.05,145,37.99,135,50.99,158,52.75,137
19.5,98,22.47,107,32.06,156,38,136,51,143,52.76,123
19.51,87,22.48,104,32.07,120,38.01,150,51.01,145,52.77,120
19.52,84,22.49,113,32.08,132,38.02,143,51.02,155,52.78,119
19.53,89,22.5,129,32.09,155,38.03,176,51.03,118,52.79,115
19.54,106,22.51,120,32.1,151,38.04,209,51.04,121,52.8,103
19.55,108,22.52,137,32.11,121,38.05,212,51.05,113,52.81,120
19.56,127,22.53,141,32.12,142,38.06,250,51.06,130,52.82,107
19.57,105,22.54,141,32.13,151,38.07,266,51.07,130,52.83,113
19.58,126,22.55,133,32.14,158,38.08,296,51.08,141,52.84,116
19.59,125,22.56,126,32.15,158,38.09,350,51.09,121,52.85,101
19.6,155,22.57,114,32.16,174,38.1,450,51.1,133,52.86,104
19.61,176,22.58,118,32.17,177,38.11,532,51.11,148,52.87,109
19.62,207,22.59,119,32.18,202,38.12,708,51.12,126,52.88,98
19.63,287,22.6,126,32.19,212,38.13,921,51.13,128,52.89,94
19.64,403,22.61,145,32.2,215,38.14,1048,51.14,128,52.9,93
19.65,481,22.62,164,32.21,247,38.15,1251,51.15,148,52.91,102
19.66,387,22.63,181,32.22,250,38.16,1285,51.16,179,52.92,104
19.67,258,22.64,206,32.23,250,38.17,1327,51.17,180,52.93,110
19.68,179,22.65,227,32.24,296,38.18,1182,51.18,221,52.94,98
19.69,136,22.66,223,32.25,349,38.19,839,51.19,224,52.95,104
19.7,114,22.67,289,32.26,405,38.2,606,51.2,282,52.96,101
19.71,113,22.68,327,32.27,510,38.21,404,51.21,311,52.97,98
19.72,120,22.69,376,32.28,546,38.22,279,51.22,357,52.98,86
19.73,118,22.7,491,32.29,627,38.23,219,51.23,402,52.99,110
19.74,157,22.71,562,32.3,684,38.24,193,51.24,410,53,106
19.75,190,22.72,725,32.31,813,38.25,173,51.25,320,53.01,100
19.76,270,22.73,702,32.32,1017,38.26,177,51.26,269,53.02,93
19.77,274,22.74,573,32.33,1321,38.27,212,51.27,216,53.03,101
19.78,225,22.75,438,32.34,1663,38.28,200,51.28,188,53.04,90
19.79,164,22.76,278,32.35,2243,38.29,193,51.29,162,53.05,100
19.8,121,22.77,245,32.36,2870,38.3,203,51.3,121,53.06,103
19.81,119,22.78,180,32.37,3266,38.31,226,51.31,110,53.07,97
19.82,104,22.79,172,32.38,3201,38.32,237,51.32,128,53.08,98
19.83,99,22.8,184,32.39,2492,38.33,242,51.33,116,53.09,90
19.84,98,22.81,200,32.4,1605,38.34,303,51.34,124,53.1,90
19.85,83,22.82,235,32.41,972,38.35,374,51.35,129,53.11,102
19.86,73,22.83,237,32.42,657,38.36,410,51.36,124,53.12,87
19.87,85,22.84,291,32.43,507,38.37,502,51.37,116,53.13,102
19.88,90,22.85,336,32.44,410,38.38,585,51.38,131,53.14,102
19.89,95,22.86,390,32.45,382,38.39,671,51.39,109,53.15,95
19.9,86,22.87,371,32.46,378,38.4,709,51.4,98,53.16,105
19.91,81,22.88,345,32.47,396,38.41,672,51.41,117,53.17,88
19.92,100,22.89,250,32.48,424,38.42,598,51.42,103,53.18,95
19.93,83,22.9,187,32.49,456,38.43,474,51.43,120,53.19,93
19.94,79,22.91,134,32.5,455,38.44,357,51.44,109,53.2,88
19.95,86,22.92,117,32.51,555,38.45,233,51.45,113,53.21,95
19.96,95,22.93,111,32.52,617,38.46,201,51.46,103,53.22,98
19.97,71,22.94,98,32.53,772,38.47,153,51.47,104,53.23,92
19.98,91,22.95,104,32.54,947,38.48,132,51.48,107,53.24,116
19.99,90,22.96,99,32.55,1161,38.49,128,51.49,93,53.25,103
20,74,22.97,106,32.56,1449,38.5,118,51.5,128,53.26,94
20.01,94,22.98,98,32.57,1777,38.51,115,51.51,117,53.27,98
20.02,89,22.99,93,32.58,1719,38.52,103,51.52,125,53.28,103
20.03,80,23,97,32.59,1347,38.53,122,51.53,105,53.29,86
20.04,75,23.01,98,32.6,935,38.54,106,51.54,100,53.3,100
20.05,94,23.02,94,32.61,556,38.55,96,51.55,83,53.31,102
20.06,83,23.03,102,32.62,334,38.56,108,51.56,102,53.32,109
20.07,75,23.04,107,32.63,263,38.57,103,51.57,105,53.33,101
20.08,76,23.05,96,32.64,223,38.58,96,51.58,115,53.34,98
20.09,79,23.06,110,32.65,197,38.59,115,51.59,100,53.35,102
20.1,78,23.07,97,32.66,202,38.6,97,51.6,105,53.36,93
20.11,80,23.08,94,32.67,181,38.61,86,51.61,104,53.37,90
20.12,86,23.09,103,32.68,178,38.62,99,51.62,112,53.38,87
20.13,83,23.1,87,32.69,153,38.63,109,51.63,99,53.39,105
20.14,75,23.11,98,32.7,148,38.64,99,51.64,112,53.4,103
20.15,79,23.12,93,32.71,161,38.65,111,51.65,107,53.41,93
20.16,81,23.13,82,32.72,137,38.66,104,51.66,122,53.42,112
20.17,80,23.14,98,32.73,128,38.67,94,51.67,119,53.43,95
20.18,74,23.15,98,32.74,132,38.68,93,51.68,112,53.44,87
20.19,80,23.16,96,32.75,139,38.69,92,51.69,106,53.45,89
20.2,85,23.17,101,32.76,124,38.7,93,51.7,120,53.46,97
20.21,79,23.18,106,32.77,150,38.71,105,51.71,103,53.47,110
20.22,80,23.19,95,32.78,135,38.72,96,51.72,116,53.48,85
20.23,82,23.2,99,32.79,130,38.73,95,51.73,105,53.49,108
20.24,74,23.21,91,32.8,139,38.74,104,51.74,101,53.5,92
20.25,84,23.22,94,32.81,131,38.75,93,51.75,94,,
20.26,70,23.23,86,32.82,124,38.76,95,,,,
20.27,72,23.24,105,32.83,136,38.77,102,,,,
20.28,74,23.25,78,32.84,130,38.78,86,,,,
20.29,96,23.26,97,32.85,127,38.79,89,,,,
20.3,86,23.27,93,32.86,126,38.8,88,,,,
20.31,88,23.28,109,32.87,132,38.81,100,,,,
20.32,94,23.29,111,32.88,107,38.82,88,,,,
20.33,86,23.3,111,32.89,107,38.83,99,,,,
20.34,83,23.31,97,32.9,134,38.84,104,,,,
20.35,93,23.32,89,32.91,135,38.85,91,,,,
20.36,97,23.33,91,32.92,124,38.86,94,,,,
20.37,81,23.34,101,32.93,135,38.87,104,,,,
20.38,70,23.35,97,32.94,129,38.88,97,,,,
20.39,81,23.36,91,32.95,108,38.89,99,,,,
20.4,79,23.37,108,32.96,133,38.9,101,,,,
20.41,86,23.38,109,32.97,118,38.91,104,,,,
20.42,78,23.39,101,32.98,116,38.92,93,,,,
20.43,67,23.4,91,32.99,121,38.93,96,,,,
20.44,75,23.41,87,33,116,38.94,107,,,,
20.45,77,23.42,101,33.01,95,38.95,98,,,,
20.46,89,23.43,94,33.02,103,38.96,81,,,,
20.47,82,23.44,92,33.03,113,38.97,95,,,,
20.48,90,23.45,117,33.04,131,38.98,79,,,,
20.49,86,23.46,92,33.05,107,38.99,95,,,,
20.5,84,23.47,79,33.06,117,39,87,,,,
20.51,76,23.48,108,33.07,123,,,,,,
20.52,86,23.49,92,33.08,125,,,,,,
20.53,91,23.5,99,33.09,124,,,,,,
20.54,79,23.51,100,33.1,112,,,,,,
20.55,80,23.52,103,33.11,105,,,,,,
20.56,86,23.53,100,33.12,109,,,,,,
,,23.54,89,33.13,115,,,,,,
,,23.55,91,33.14,112,,,,,,
,,,,33.15,102,,,,,,
,,,,33.16,106,,,,,,
,,,,33.17,120,,,,,,
,,,,33.18,124,,,,,,
,,,,33.19,112,,,,,,
,,,,33.2,132,,,,,,
,,,,33.21,110,,,,,,
,,,,33.22,112,,,,,,
,,,,33.23,96,,,,,,
,,,,33.24,116,,,,,,
,,,,33.25,118,,,,,,
,,,,33.26,121,,,,,,
,,,,33.27,116,,,,,,
,,,,33.28,117,,,,,,
,,,,33.29,110,,,,,,
,,,,33.3,130,,,,,,
,,,,33.31,116,,,,,,
,,,,33.32,100,,,,,,
,,,,33.33,110,,,,,,
,,,,33.34,126,,,,,,
,,,,33.35,127,,,,,,
,,,,33.36,110,,,,,,
,,,,33.37,114,,,,,,
,,,,33.38,118,,,,,,
,,,,33.39,91,,,,,,
,,,,33.4,102,,,,,,
,,,,33.41,124,,,,,,
,,,,33.42,123,,,,,,
,,,,33.43,114,,,,,,
,,,,33.44,108,,,,,,
,,,,33.45,103,,,,,,
,,,,33.46,120,,,,,,
,,,,33.47,97,,,,,,
,,,,33.48,115,,,,,,
,,,,33.49,114,,,,,,
,,,,33.5,110,,,,,,
,,,,33.51,122,,,,,,
,,,,33.52,99,,,,,,
,,,,33.53,118,,,,,,
,,,,33.54,104,,,,,,
,,,,33.55,117,,,,,,
,,,,33.56,125,,,,,,
,,,,33.57,124,,,,,,
,,,,33.58,125,,,,,,
,,,,33.59,101,,,,,,
,,,,33.6,106,,,,,,
,,,,33.61,117,,,,,,
,,,,33.62,104,,,,,,
,,,,33.63,103,,,,,,
,,,,33.64,117,,,,,,
,,,,33.65,103,,,,,,
,,,,33.66,111,,,,,,
,,,,33.67,110,,,,,,
,,,,33.68,112,,,,,,
,,,,33.69,111,,,,,,
,,,,33.7,117,,,,,,
,,,,33.71,107,,,,,,
,,,,33.72,120,,,,,,
,,,,33.73,103,,,,,,
,,,,33.74,106,,,,,,
,,,,33.75,106,,,,,,
,,,,33.76,108,,,,,,
,,,,33.77,111,,,,,,
,,,,33.78,115,,,,,,
,,,,33.79,101,,,,,,
,,,,33.8,113,,,,,,
,,,,33.81,113,,,,,,
,,,,33.82,116,,,,,,
,,,,33.83,129,,,,,,
,,,,33.84,116,,,,,,
,,,,33.85,105,,,,,,
,,,,33.86,121,,,,,,
,,,,33.87,95,,,,,,
,,,,33.88,108,,,,,,
,,,,33.89,116,,,,,,
,,,,33.9,128,,,,,,
,,,,33.91,124,,,,,,
,,,,33.92,129,,,,,,
,,,,33.93,115,,,,,,
,,,,33.94,104,,,,,,
,,,,33.95,109,,,,,,
,,,,33.96,101,,,,,,
,,,,33.97,105,,,,,,
,,,,33.98,98,,,,,,
,,,,33.99,115,,,,,,
,,,,34,128,,,,,,
,,,,34.01,94,,,,,,
,,,,34.02,94,,,,,,
,,,,34.03,113,,,,,,
,,,,34.04,119,,,,,,
,,,,34.05,102,,,,,,
,,,,34.06,104,,,,,,
,,,,34.07,116,,,,,,
,,,,34.08,94,,,,,,
,,,,34.09,99,,,,,,
,,,,34.1,93,,,,,,
,,,,34.11,96,,,,,,
,,,,34.12,98,,,,,,
,,,,34.13,94,,,,,,
,,,,34.14,83,,,,,,
,,,,34.15,101,,,,,,
,,,,34.16,101,,,,,,
,,,,34.17,110,,,,,,
,,,,34.18,109,,,,,,
,,,,34.19,94,,,,,,
,,,,34.2,97,,,,,,
,,,,34.21,102,,,,,,
,,,,34.22,94,,,,,,
,,,,34.23,120,,,,,,
,,,,34.24,102,,,,,,
,,,,34.25,122,,,,,,
,,,,34.26,109,,,,,,
,,,,34.27,99,,,,,,
,,,,34.28,111,,,,,,
,,,,34.29,111,,,,,,
,,,,34.3,103,,,,,,
,,,,34.31,100,,,,,,
,,,,34.32,100,,,,,,
,,,,34.33,99,,,,,,
,,,,34.34,108,,,,,,
,,,,34.35,105,,,,,,
,,,,34.36,98,,,,,,
,,,,34.37,104,,,,,,
,,,,34.38,115,,,,,,
,,,,34.39,100,,,,,,
,,,,34.4,95,,,,,,
,,,,34.41,96,,,,,,
,,,,34.42,97,,,,,,
,,,,34.43,106,,,,,,
,,,,34.44,122,,,,,,
,,,,34.45,112,,,,,,
,,,,34.46,104,,,,,,
,,,,34.47,105,,,,,,
,,,,34.48,103,,,,,,
,,,,34.49,102,,,,,,
,,,,34.5,115,,,,,,
,,,,34.51,106,,,,,,
,,,,34.52,95,,,,,,
,,,,34.53,109,,,,,,
,,,,34.54,122,,,,,,
,,,,34.55,98,,,,,,
,,,,34.56,96,,,,,,
,,,,34.57,99,,,,,,
,,,,34.58,105,,,,,,
,,,,34.59,108,,,,,,
,,,,34.6,101,,,,,,
,,,,34.61,108,,,,,,
,,,,34.62,109,,,,,,
,,,,34.63,101,,,,,,
,,,,34.64,108,,,,,,
,,,,34.65,109,,,,,,
,,,,34.66,96,,,,,,
,,,,34.67,98,,,,,,
,,,,34.68,95,,,,,,
,,,,34.69,106,,,,,,
,,,,34.7,102,,,,,,
,,,,34.71,101,,,,,,
,,,,34.72,89,,,,,,
,,,,34.73,106,,,,,,
,,,,34.74,88,,,,,,
,,,,34.75,104,,,,,,
,,,,34.76,101,,,,,,
,,,,34.77,95,,,,,,
,,,,34.78,108,,,,,,
,,,,34.79,101,,,,,,
,,,,34.8,91,,,,,,
,,,,34.81,93,,,,,,
,,,,34.82,121,,,,,,
,,,,34.83,86,,,,,,
,,,,34.84,86,,,,,,
,,,,34.85,106,,,,,,
,,,,34.86,101,,,,,,
,,,,34.87,91,,,,,,
,,,,34.88,88,,,,,,
,,,,34.89,91,,,,,,
,,,,34.9,104,,,,,,
,,,,34.91,114,,,,,,
,,,,34.92,95,,,,,,
,,,,34.93,102,,,,,,
,,,,34.94,94,,,,,,
,,,,34.95,108,,,,,,
,,,,34.96,100,,,,,,
,,,,34.97,102,,,,,,
,,,,34.98,100,,,,,,
,,,,34.99,102,,,,,,
,,,,35,113,,,,,,
,,,,35.01,92,,,,,,
,,,,35.02,99,,,,,,
