,2theta,FWHM
200,28.6485902739773,0.09422820099818664
211,35.283066321277545,0.08894383411665258
220,40.96145572559852,0.09062431466400242
310,46.048885464977324,0.1146606618298955
222,50.75815905560571,0.10029618173027666
