noise,h,x0,ganma,sigma,2theta,FWHM,thetas,intensity
103.24471885890571,600.7663849951413,38.163080472282935,0.07330008504089658,0.01,38.163080472282935,0.24631078230876916,37.0,2.508038673586325
,,,,,,,37.01,2.551583444239722
,,,,,,,37.02,2.59627086799398
,,,,,,,37.03,2.642141228939077
,,,,,,,37.04,2.6892366000413737
,,,,,,,37.05,2.7376009392029452
,,,,,,,37.06,2.787280191385577
,,,,,,,37.07,2.8383223972399465
,,,,,,,37.08,2.8907778087178646
,,,,,,,37.09,2.944699012183914
,,,,,,,37.1,3.000141059587209
,,,,,,,37.11,3.0571616083015214
,,,,,,,37.12,3.115821070292923
,,,,,,,37.13,3.1761827713324675
,,,,,,,37.14,3.2383131210327143
,,,,,,,37.15,3.302281794556735
,,,,,,,37.16,3.368161926922013
,,,,,,,37.17,3.4360303209060143
,,,,,,,37.18,3.505967669650189
,,,,,,,37.19,3.578058795160852
,,,,,,,37.2,3.6523929040145102
,,,,,,,37.21,3.7290638616986005
,,,,,,,37.22,3.808170487153799
,,,,,,,37.23,3.88981686923177
,,,,,,,37.24,3.974112706949249
,,,,,,,37.25,4.06117367560089
,,,,,,,37.26,4.151121820998006
,,,,,,,37.27,4.244085984323589
,,,,,,,37.28,4.340202260346182
,,,,,,,37.29,4.439614492014151
,,,,,,,37.3,4.542474804760562
,,,,,,,37.31,4.648944184197521
,,,,,,,37.32,4.7591931012637625
,,,,,,,37.33,4.873402189323626
,,,,,,,37.34,4.991762978196882
,,,,,,,37.35,5.1144786906433435
,,,,,,,37.36,5.2417651074348415
,,,,,,,37.37,5.373851507828705
,,,,,,,37.38,5.510981693029031
,,,,,,,37.39,5.653415101086532
,,,,,,,37.4,5.801428022668099
,,,,,,,37.41,5.955314928228764
,,,,,,,37.42,6.1153899183721885
,,,,,,,37.43,6.281988310599646
,,,,,,,37.44,6.45546837725809
,,,,,,,37.45,6.636213251321322
,,,,,,,37.46,6.824633018721685
,,,,,,,37.47,7.021167018322481
,,,,,,,37.48,7.226286373327392
,,,,,,,37.49,7.440496781028574
,,,,,,,37.5,7.6643415913453365
,,,,,,,37.51,7.898405208691113
,,,,,,,37.52,8.143316856396224
,,,,,,,37.53,8.399754748330324
,,,,,,,37.54,8.668450718619015
,,,,,,,37.55,8.950195367576844
,,,,,,,37.56,9.245843790371488
,,,,,,,37.57,9.556321964673998
,,,,,,,37.58,9.882633884903475
,,,,,,,37.59,10.22586954391112
,,,,,,,37.6,10.587213878445276
,,,,,,,37.61,10.967956812902463
,,,,,,,37.62,11.369504557206977
,,,,,,,37.63,11.793392339817094
,,,,,,,37.64,12.241298786548487
,,,,,,,37.65,12.715062191082056
,,,,,,,37.66,13.216698964766362
,,,,,,,37.67,13.748424603043038
,,,,,,,37.68,14.312677565154997
,,,,,,,37.69,14.91214653485
,,,,,,,37.7,15.549801615080804
,,,,,,,37.71,16.228930112441684
,,,,,,,37.72,16.9531776911786
,,,,,,,37.73,17.726595826972083
,,,,,,,37.74,18.55369667350953
,,,,,,,37.75,19.43951667779173
,,,,,,,37.76,20.38969055292922
,,,,,,,37.77,21.410537552073276
,,,,,,,37.78,22.509162399699495
,,,,,,,37.79,23.693573746391206
,,,,,,,37.8,24.972823645655915
,,,,,,,37.81,26.35717233825947
,,,,,,,37.82,27.85828361193898
,,,,,,,37.83,29.48945723465753
,,,,,,,37.84,31.265906504764654
,,,,,,,37.85,33.2050909074374
,,,,,,,37.86,35.32711632295978
,,,,,,,37.87,37.65521833764726
,,,,,,,37.88,40.21634813751089
,,,,,,,37.89,43.04188543492293
,,,,,,,37.9,46.16850915298898
,,,,,,,37.91,49.63926447799077
,,,,,,,37.92,53.50487472126903
,,,,,,,37.93,57.825358519965576
,,,,,,,37.94,62.6720274291396
,,,,,,,37.95,68.1299557225155
,,,,,,,37.96,74.30103218698986
,,,,,,,37.97,81.30772005887692
,,,,,,,37.98,89.29765967709909
,,,,,,,37.99,98.44923581019128
,,,,,,,38.0,108.97817216071597
,,,,,,,38.01,121.14506048829875
,,,,,,,38.02,135.26339234729548
,,,,,,,38.03,151.70698351657205
,,,,,,,38.04,170.91441546526545
,,,,,,,38.05,193.3859073482541
,,,,,,,38.06,219.66448346752193
,,,,,,,38.07,250.28830279688043
,,,,,,,38.08,285.6955575258526
,,,,,,,38.09,326.0610240389182
,,,,,,,38.1,371.0519954866953
,,,,,,,38.11,419.52222850843765
,,,,,,,38.12,469.2225486380588
,,,,,,,38.13,516.6810015918943
,,,,,,,38.14,557.4417507134536
,,,,,,,38.15,586.776462789612
,,,,,,,38.16,600.7663849951413
,,,,,,,38.17,597.3911536536756
,,,,,,,38.18,577.1471336624224
,,,,,,,38.19,542.8921796956405
,,,,,,,38.2,498.99474839350705
,,,,,,,38.21,450.19177496799523
,,,,,,,38.22,400.61914288824704
,,,,,,,38.23,353.28408322715734
,,,,,,,38.24,309.98478762905944
,,,,,,,38.25,271.5174380249811
,,,,,,,38.26,237.98613117995293
,,,,,,,38.27,209.09054203482748
,,,,,,,38.28,184.3389362582898
,,,,,,,38.29,163.1830924786415
,,,,,,,38.3,145.0927104563879
,,,,,,,38.31,129.5900946007508
,,,,,,,38.32,116.2617054408291
,,,,,,,38.33,104.75764653902172
,,,,,,,38.34,94.78568164125011
,,,,,,,38.35,86.10338181466241
,,,,,,,38.36,78.51020222104661
,,,,,,,38.37,71.84028469860534
,,,,,,,38.38,65.95625800617994
,,,,,,,38.39,60.744052932187955
,,,,,,,38.4,56.1086389605509
,,,,,,,38.41,51.97055193374962
,,,,,,,38.42,48.26307980115141
,,,,,,,38.43,44.92998609957614
,,,,,,,38.44,41.923668296450515
,,,,,,,38.45,39.20366583989779
,,,,,,,38.46,36.73544872657299
,,,,,,,38.47,34.48943098165269
,,,,,,,38.48,32.44016463512557
,,,,,,,38.49,30.56567882292584
,,,,,,,38.5,28.846935869963495
,,,,,,,38.51,27.26738195167863
,,,,,,,38.52,25.81257447280286
,,,,,,,38.53,24.469871891655337
,,,,,,,38.54,23.228174555824946
,,,,,,,38.55,22.077707360745098
,,,,,,,38.56,21.00983682323454
,,,,,,,38.57,20.01691657739917
,,,,,,,38.58,19.092156428328682
,,,,,,,38.59,18.229511000894377
,,,,,,,38.6,17.423584744230514
,,,,,,,38.61,16.66955063449812
,,,,,,,38.62,15.963080388447057
,,,,,,,38.63,15.300284380937752
,,,,,,,38.64,14.677659769023807
,,,,,,,38.65,14.092045577541477
,,,,,,,38.66,13.540583707671518
,,,,,,,38.67,13.020684999457131
,,,,,,,38.68,12.529999618906889
,,,,,,,38.69,12.066391155670688
,,,,,,,38.7,11.627913912908387
,,,,,,,38.71,11.212792950449119
,,,,,,,38.72,10.819406508617678
,,,,,,,38.73,10.446270495533023
,,,,,,,38.74,10.092024767147056
,,,,,,,38.75,9.755420968379047
,,,,,,,38.76,9.435311736642234
,,,,,,,38.77,9.130641096921806
,,,,,,,38.78,8.84043590116185
,,,,,,,38.79,8.56379818477611
,,,,,,,38.8,8.299898330184833
,,,,,,,38.81,8.0479689418549
,,,,,,,38.82,7.807299349804077
,,,,,,,38.83,7.577230669225912
,,,,,,,38.84,7.3571513530949275
,,,,,,,38.85,7.146493182527945
,,,,,,,38.86,6.944727646514781
,,,,,,,38.87,6.751362668548426
,,,,,,,38.88,6.5659396428030306
,,,,,,,38.89,6.388030746960789
,,,,,,,38.9,6.217236502654361
,,,,,,,38.91,6.053183557868354
,,,,,,,38.92,5.8955226685824345
,,,,,,,38.93,5.743926859516677
,,,,,,,38.94,5.598089746091736
,,,,,,,38.95,5.457724001699417
,,,,,,,38.96,5.322559956115161
,,,,,,,38.97,5.192344312415521
,,,,,,,38.98,5.066838971116188
,,,,,,,38.99,4.9458199514347685
,,,,,,,39.0,4.829076400639246
