noise,h,x0,ganma,sigma,2theta,FWHM,thetas,intensity
107.7274810437658,235.9944650279233,50.90840654977953,0.07411795152650821,0.01,50.90840654977953,0.24749596576986888,50.0,1.6442489092149437
,,,,,,,50.01,1.6808492257838032
,,,,,,,50.02,1.7186829202301217
,,,,,,,50.03,1.7578059251554226
,,,,,,,50.04,1.7982773733445119
,,,,,,,50.05,1.840159819536196
,,,,,,,50.06,1.8835194802917976
,,,,,,,50.07,1.9284264936647053
,,,,,,,50.08,1.9749552005571542
,,,,,,,50.09,2.023184449853248
,,,,,,,50.1,2.0731979296467475
,,,,,,,50.11,2.1250845271389167
,,,,,,,50.12,2.178938720069336
,,,,,,,50.13,2.234861002868655
,,,,,,,50.14,2.2929583510874907
,,,,,,,50.15,2.353344728070155
,,,,,,,50.16,2.416141638307792
,,,,,,,50.17,2.481478732436039
,,,,,,,50.18,2.5494944694410973
,,,,,,,50.19,2.62033684232056
,,,,,,,50.2,2.6941641742185936
,,,,,,,50.21,2.7711459929390316
,,,,,,,50.22,2.851463992747304
,,,,,,,50.23,2.9353130935219793
,,,,,,,50.24,3.022902608636786
,,,,,,,50.25,3.114457534464613
,,,,,,,50.26,3.2102199761343173
,,,,,,,50.27,3.3104507261695186
,,,,,,,50.28,3.4154310149478198
,,,,,,,50.29,3.5254644545860794
,,,,,,,50.3,3.640879200943826
,,,,,,,50.31,3.762030362023518
,,,,,,,50.32,3.889302685212323
,,,,,,,50.33,4.0231135606699056
,,,,,,,50.34,4.163916383837491
,,,,,,,50.35,4.3122043266880565
,,,,,,,50.36,4.468514575131995
,,,,,,,50.37,4.63343309915782
,,,,,,,50.38,4.80760003310156
,,,,,,,50.39,4.991715756215149
,,,,,,,50.4,5.186547778853982
,,,,,,,50.41,5.392938557598806
,,,,,,,50.42,5.611814384079851
,,,,,,,50.43,5.844195517896447
,,,,,,,50.44,6.091207764742168
,,,,,,,50.45,6.35409573775226
,,,,,,,50.46,6.634238084590218
,,,,,,,50.47,6.933165016593103
,,,,,,,50.48,7.252578541547029
,,,,,,,50.49,7.594375881073488
,,,,,,,50.5,7.960676650527932
,,,,,,,50.51,8.353854498021919
,,,,,,,50.52,8.776574045024665
,,,,,,,50.53,9.231834150811773
,,,,,,,50.54,9.723018745425012
,,,,,,,50.55,10.253956751770325
,,,,,,,50.56,10.828992961047097
,,,,,,,50.57,11.453072154702703
,,,,,,,50.58,12.131839303399103
,,,,,,,50.59,12.871759348127636
,,,,,,,50.6,13.680260917719831
,,,,,,,50.61,14.565909407513558
,,,,,,,50.62,15.538616194917987
,,,,,,,50.63,16.609892472537
,,,,,,,50.64,17.793158327669108
,,,,,,,50.65,19.104120393698594
,,,,,,,50.66,20.5612347607571
,,,,,,,50.67,22.18627597495437
,,,,,,,50.68,24.005037958469224
,,,,,,,50.69,26.048198526908294
,,,,,,,50.7,28.352385608282148
,,,,,,,50.71,30.961489521103527
,,,,,,,50.72,33.92826998506176
,,,,,,,50.73,37.31630521762069
,,,,,,,50.74,41.202316184467534
,,,,,,,50.75,45.67885787610644
,,,,,,,50.76,50.8572757974961
,,,,,,,50.77,56.87063467079904
,,,,,,,50.78,63.875962901421445
,,,,,,,50.79,72.05450755839433
