2theta,FWHM,ganma,h,noise,x0,intensity,thetas
50.75815905560571,0.10029618173027666,0.05014809086513833,3360.1084781899986,113.58333337000002,50.75815905560571,0.0015861807392640195,49.5
,,,,,,0.0015912276081189855,49.501999999999995
,,,,,,0.0015962985894669717,49.504
,,,,,,0.001601393837073869,49.506
,,,,,,0.001606513505932589,49.508
,,,,,,0.0016116577522747946,49.51
,,,,,,0.001616826733582863,49.512
,,,,,,0.0016220206086017875,49.513999999999996
,,,,,,0.001627239537351501,49.516000000000005
,,,,,,0.0016324836811389561,49.518
,,,,,,0.0016377532025708217,49.52
,,,,,,0.0016430482655658348,49.522
,,,,,,0.001648369035367673,49.523999999999994
,,,,,,0.0016537156785577777,49.526
,,,,,,0.001659088363068235,49.528
,,,,,,0.0016644872581951754,49.53
,,,,,,0.0016699125346118567,49.532
,,,,,,0.0016753643643822914,49.534
,,,,,,0.0016808429209747265,49.536
,,,,,,0.0016863483792754887,49.538000000000004
,,,,,,0.0016918809156028683,49.54
,,,,,,0.0016974407077212869,49.542
,,,,,,0.0017030279348554042,49.544
,,,,,,0.001708642777704707,49.54600000000001
,,,,,,0.0017142854184578507,49.548
,,,,,,0.0017199560408076582,49.55
,,,,,,0.0017256548299659032,49.552
,,,,,,0.0017313819726783516,49.553999999999995
,,,,,,0.0017371376572401923,49.556000000000004
,,,,,,0.0017429220735112317,49.558
,,,,,,0.0017487354129317998,49.56
,,,,,,0.0017545778685383099,49.562
,,,,,,0.0017604496349794075,49.56399999999999
,,,,,,0.0017663509085321066,49.566
,,,,,,0.001772281887118028,49.568000000000005
,,,,,,0.0017782427703201195,49.57
,,,,,,0.0017842337593993699,49.571999999999996
,,,,,,0.001790255057311732,49.574
,,,,,,0.0017963068687252312,49.576
,,,,,,0.0018023894000373769,49.578
,,,,,,0.0018085028593926766,49.58
,,,,,,0.0018146474567004882,49.582
,,,,,,0.00182082340365284,49.583999999999996
,,,,,,0.0018270309137428196,49.586000000000006
,,,,,,0.0018332702022827122,49.588
,,,,,,0.0018395414864229385,49.59
,,,,,,0.001845844985170633,49.592
,,,,,,0.0018521809194088983,49.593999999999994
,,,,,,0.0018585495119160633,49.596000000000004
,,,,,,0.0018649509873850591,49.598
,,,,,,0.0018713855724434827,49.6
,,,,,,0.001877853495673331,49.602
,,,,,,0.00188435498763146,49.604
,,,,,,0.0018908902808699162,49.606
,,,,,,0.0018974596099567715,49.608000000000004
,,,,,,0.0019040632114970726,49.61
,,,,,,0.0019107013241541635,49.611999999999995
,,,,,,0.0019173741886711448,49.614
,,,,,,0.0019240820478926251,49.61600000000001
,,,,,,0.0019308251467867093,49.618
,,,,,,0.0019376037324674974,49.62
,,,,,,0.0019444180542175238,49.622
,,,,,,0.0019512683635105684,49.623999999999995
,,,,,,0.0019581549140349906,49.626000000000005
,,,,,,0.0019650779617168624,49.628
,,,,,,0.0019720377647440275,49.63
,,,,,,0.0019790345835898155,49.632
,,,,,,0.0019860686810375464,49.63399999999999
,,,,,,0.0019931403222050886,49.636
,,,,,,0.002000249774569626,49.638000000000005
,,,,,,0.002007397307993081,49.64
,,,,,,0.0020145831947476086,49.641999999999996
,,,,,,0.0020218077095414274,49.644
,,,,,,0.0020290711295449554,49.646
,,,,,,0.0020363737344173977,49.648
,,,,,,0.002043715806333541,49.65
,,,,,,0.0020510976300110433,49.652
,,,,,,0.0020585194927377776,49.653999999999996
,,,,,,0.002065981684399944,49.656000000000006
,,,,,,0.002073484497509983,49.658
,,,,,,0.0020810282272355016,49.66
,,,,,,0.002088613171428045,49.662
,,,,,,0.0020962396306523565,49.663999999999994
