noise,a_ka1,b_ka2,c_ka2,2theta,FWHM,thetas,intensity
107.13301263423698,1179.7936530540478,38.15795804383572,0.048663326048669096,38.15795804383572,0.06746169449460865,37.0,1.472734329475438e-243
,,,,,,37.01,2.4945569272257695e-239
,,,,,,37.02,3.883148496506662e-235
,,,,,,37.03,5.555154590639412e-231
,,,,,,37.04,7.303480434142302e-227
,,,,,,37.05,8.824399510275882e-223
,,,,,,37.06,9.798554764903713e-219
,,,,,,37.07,9.999089539411026e-215
,,,,,,37.08,9.377357240362952e-211
,,,,,,37.09,8.082059358314972e-207
,,,,,,37.1,6.401550575995223e-203
,,,,,,37.11,4.65982811087274e-199
,,,,,,37.12,3.117282659028873e-195
,,,,,,37.13,1.9164788950192272e-191
,,,,,,37.14,1.0828130197206886e-187
,,,,,,37.15,5.622435317501258e-184
,,,,,,37.16,2.6829775416429726e-180
,,,,,,37.17,1.1766063219601129e-176
,,,,,,37.18,4.742058293968329e-173
,,,,,,37.19,1.7564029993000911e-169
,,,,,,37.2,5.978648520342368e-166
,,,,,,37.21,1.8702662867990005e-162
,,,,,,37.22,5.376819273122381e-159
,,,,,,37.23,1.4205908188922533e-155
,,,,,,37.24,3.449325179464432e-152
,,,,,,37.25,7.696988621582025e-149
,,,,,,37.26,1.5784437909730074e-145
,,,,,,37.27,2.9748081891995464e-142
,,,,,,37.28,5.1524096663672496e-139
,,,,,,37.29,8.201312775512308e-136
,,,,,,37.3,1.1997145732958464e-132
,,,,,,37.31,1.612850319142129e-129
,,,,,,37.32,1.9926534033371682e-126
,,,,,,37.33,2.2625127578487597e-123
,,,,,,37.34,2.3608689423646385e-120
,,,,,,37.35,2.2639888930684208e-117
,,,,,,37.36,1.9952543923375474e-114
,,,,,,37.37,1.6160092035873778e-111
,,,,,,37.38,1.2028485663430588e-108
,,,,,,37.39,8.228101693866922e-106
,,,,,,37.4,5.172612167877491e-103
,,,,,,37.41,2.9884208256781314e-100
