noise,a_ka1,b_ka2,c_ka2,2theta,FWHM,thetas,intensity
111.43757908468149,498.7994823076338,50.89740373148381,0.05028008433229069,50.89740373148381,0.06970299738648714,50.0,2.2522756099484166e-136
,,,,,,50.01,2.6224245270825855e-133
,,,,,,50.02,2.821154705663246e-130
,,,,,,50.03,2.8040983834226406e-127
,,,,,,50.04,2.575147037149744e-124
,,,,,,50.05,2.185009132119495e-121
,,,,,,50.06,1.7129588151003868e-118
,,,,,,50.07,1.2407464071523917e-115
,,,,,,50.08,8.30350729187635e-113
,,,,,,50.09,5.134315551697359e-110
,,,,,,50.1,2.933229080140835e-107
,,,,,,50.11,1.5482883551307877e-104
,,,,,,50.12,7.550924936820862e-102
,,,,,,50.13,3.4024433161797146e-99
,,,,,,50.14,1.416524480776813e-96
,,,,,,50.15,5.448785486233979e-94
,,,,,,50.16,1.9365012270740922e-91
,,,,,,50.17,6.358845640176226e-89
,,,,,,50.18,1.9292176608833705e-86
,,,,,,50.19,5.407874636669039e-84
,,,,,,50.2,1.400601031737585e-81
,,,,,,50.21,3.351542327482217e-79
,,,,,,50.22,7.40998647602069e-77
,,,,,,50.23,1.5136747354537097e-74
,,,,,,50.24,2.856867833782512e-72
,,,,,,50.25,4.981844600211925e-70
,,,,,,50.26,8.026618904380144e-68
,,,,,,50.27,1.1948614536561117e-65
,,,,,,50.28,1.6434061143720494e-63
,,,,,,50.29,2.088404816008424e-61
,,,,,,50.3,2.4520364048590753e-59
,,,,,,50.31,2.6599996629990664e-57
,,,,,,50.32,2.6661138413206887e-55
,,,,,,50.33,2.46898378453017e-53
,,,,,,50.34,2.112517064747043e-51
,,,,,,50.35,1.6700314665124925e-49
,,,,,,50.36,1.2198081271281258e-47
,,,,,,50.37,8.231914122866947e-46
,,,,,,50.38,5.132779169844581e-44
,,,,,,50.39,2.95696897987471e-42
,,,,,,50.4,1.5739226942824384e-40
,,,,,,50.41,7.740383286452194e-39
,,,,,,50.42,3.5170939996588957e-37
,,,,,,50.43,1.4765492077166076e-35
,,,,,,50.44,5.727357787415969e-34
,,,,,,50.45,2.052594419304948e-32
,,,,,,50.46,6.796642289599267e-31
,,,,,,50.47,2.079352520411867e-29
,,,,,,50.48,5.8776574664218025e-28
,,,,,,50.49,1.5350511911094646e-26
,,,,,,50.5,3.7041101512111833e-25
,,,,,,50.51,8.258237397468469e-24
,,,,,,50.52,1.7011134312932518e-22
,,,,,,50.53,3.237588315785102e-21
,,,,,,50.54,5.6931472222223e-20
,,,,,,50.55,9.24965736142984e-19
,,,,,,50.56,1.388485395607988e-17
