noise,a_ka1,b_ka2,c_ka2,2theta,FWHM,thetas,intensity
108.25182834707162,611.0872162019873,52.32194863068723,0.05175812726614592,52.32194863068723,0.07175199997118374,51.76,3.9134236918444354e-49
,,,,,,51.77,2.5024652606505905e-47
,,,,,,51.78,1.4851008473549126e-45
,,,,,,51.79,8.179382833076233e-44
,,,,,,51.8,4.180823433748128e-42
,,,,,,51.81,1.9832607582119907e-40
,,,,,,51.82,8.731211574316191e-39
,,,,,,51.83,3.5673515257540615e-37
,,,,,,51.84,1.3526766785401986e-35
,,,,,,51.85,4.76012984453794e-34
,,,,,,51.86,1.5546058494573857e-32
,,,,,,51.87,4.711926384874695e-31
,,,,,,51.88,1.3254196266623294e-29
,,,,,,51.89,3.4600709079969035e-28
,,,,,,51.9,8.382881014006476e-27
,,,,,,51.91,1.8848565621665305e-25
,,,,,,51.92,3.9331454864833726e-24
,,,,,,51.93,7.61690287183097e-23
,,,,,,51.94,1.3689687212093846e-21
,,,,,,51.95,2.2834175472899793e-20
,,,,,,51.96,3.534710452634312e-19
,,,,,,51.97,5.078074351546539e-18
,,,,,,51.98,6.77050351345639e-17
,,,,,,51.99,8.37759924507424e-16
,,,,,,52.0,9.620439132265687e-15
,,,,,,52.01,1.025290449978816e-13
,,,,,,52.02,1.0140879667020248e-12
,,,,,,52.03,9.308528820393166e-12
,,,,,,52.04,7.929817041172445e-11
,,,,,,52.05,6.26934237913584e-10
,,,,,,52.06,4.599996592419294e-09
,,,,,,52.07,3.132346034224194e-08
,,,,,,52.08,1.9795143637109293e-07
,,,,,,52.09,1.1609787827181214e-06
,,,,,,52.1,6.319265605881725e-06
,,,,,,52.11,3.192167249171052e-05
,,,,,,52.12,0.00014965160074338293
,,,,,,52.13,0.0006511091475861736
,,,,,,52.14,0.0026290747148718287
,,,,,,52.15,0.009852098858772317
,,,,,,52.16,0.034263466154789285
,,,,,,52.17,0.11058864323425074
,,,,,,52.18,0.3312580691891159
,,,,,,52.19,0.920871651292522
,,,,,,52.2,2.3757921454595907
,,,,,,52.21,5.688457032295728
,,,,,,52.22,12.640295388163679
,,,,,,52.23,26.067336917125086
,,,,,,52.24,49.88992011787199
,,,,,,52.25,88.61467583953979
,,,,,,52.26,146.0747658708116
,,,,,,52.27,223.47114070399527
,,,,,,52.28,317.2812398647774
,,,,,,52.29,418.0652242646394
,,,,,,52.3,511.23478241397936
,,,,,,52.31,580.1942835939191
,,,,,,52.32,611.0872162019873
,,,,,,52.33,597.3235707079692
,,,,,,52.34,541.8671307897616
,,,,,,52.35,456.1972514390922
,,,,,,52.36,356.44228741397353
,,,,,,52.37,258.4654400447783
,,,,,,52.38,173.93718650999864
,,,,,,52.39,108.63233189825742
,,,,,,52.4,62.96547219888657
,,,,,,52.41,33.870571786488206
,,,,,,52.42,16.909053298832802
,,,,,,52.43,7.834165808901034
,,,,,,52.44,3.3685494433837744
,,,,,,52.45,1.34421827260534
,,,,,,52.46,0.4978211735413506
,,,,,,52.47,0.17110142835119863
,,,,,,52.48,0.054577119058689685
,,,,,,52.49,0.016156388217212013
,,,,,,52.5,0.004438688362029897
,,,,,,52.51,0.001131727137916211
,,,,,,52.52,0.000267796876222387
,,,,,,52.53,5.880929656353206e-05
,,,,,,52.54,1.1985693393916023e-05
,,,,,,52.55,2.267028835195586e-06
,,,,,,52.56,3.979491905050622e-07
,,,,,,52.57,6.482983380980846e-08
,,,,,,52.58,9.801643265996856e-09
,,,,,,52.59,1.375306758649427e-09
,,,,,,52.6,1.7909232043931218e-10
,,,,,,52.61,2.164367734133954e-11
,,,,,,52.62,2.4275145384785238e-12
,,,,,,52.63,2.5267910470361536e-13
,,,,,,52.64,2.4409198572202286e-14
,,,,,,52.65,2.188338054511369e-15
,,,,,,52.66,1.820757074511636e-16
,,,,,,52.67,1.4059384252891737e-17
,,,,,,52.68,1.0075283992301214e-18
,,,,,,52.69,6.700774353272924e-20
,,,,,,52.7,4.135893924126963e-21
,,,,,,52.71,2.3691387215677486e-22
,,,,,,52.72,1.2594713463662719e-23
,,,,,,52.73,6.213879015423362e-25
,,,,,,52.74,2.845207836505586e-26
,,,,,,52.75,1.2090434269589772e-27
,,,,,,52.76,4.768112631067884e-29
,,,,,,52.77,1.745130111470551e-30
,,,,,,52.78,5.927694593583894e-32
,,,,,,52.79,1.868618003179701e-33
,,,,,,52.8,5.466784303971727e-35
,,,,,,52.81,1.4842944039605826e-36
,,,,,,52.82,3.7401141955095444e-38
,,,,,,52.83,8.746340410185832e-40
,,,,,,52.84,1.8982114601545044e-41
,,,,,,52.85,3.823309950376119e-43
,,,,,,52.86,7.146791699286105e-45
,,,,,,52.87,1.2398222978222854e-46
,,,,,,52.88,1.9961099631887327e-48
,,,,,,52.89,2.9825393563448736e-50
,,,,,,52.9,4.13584834170168e-52
,,,,,,52.91,5.322549735722802e-54
,,,,,,52.92,6.356990357800056e-56
,,,,,,52.93,7.046282943076415e-58
,,,,,,52.94,7.248452629412271e-60
,,,,,,52.95,6.920018140942398e-62
,,,,,,52.96,6.131205351215199e-64
,,,,,,52.97,5.041516494669688e-66
,,,,,,52.98,3.847274942744232e-68
,,,,,,52.99,2.724720483747743e-70
,,,,,,53.0,1.790883728437434e-72
,,,,,,53.01,1.0924197058886159e-74
,,,,,,53.02,6.184268856531661e-77
,,,,,,53.03,3.249106144203891e-79
,,,,,,53.04,1.5842223577773487e-81
,,,,,,53.05,7.168777115738199e-84
,,,,,,53.06,3.0105837906428628e-86
,,,,,,53.07,1.1733648152837212e-88
,,,,,,53.08,4.2441634862052226e-91
,,,,,,53.09,1.424714516256369e-93
,,,,,,53.1,4.438541604894475e-96
,,,,,,53.11,1.2833036873053221e-98
,,,,,,53.12,3.4434619650137364e-101
,,,,,,53.13,8.575073272592893e-104
,,,,,,53.14,1.981787525035064e-106
,,,,,,53.15,4.2506274455341873e-109
,,,,,,53.16,8.461077928387002e-112
,,,,,,53.17,1.5630578401749193e-114
,,,,,,53.18,2.6797921124703717e-117
,,,,,,53.19,4.2638690762711363e-120
,,,,,,53.2,6.296269642946045e-123
,,,,,,53.21,8.628582933733286e-126
,,,,,,53.22,1.0974186532489449e-128
,,,,,,53.23,1.2953343997646435e-131
,,,,,,53.24,1.4189534934465792e-134
,,,,,,53.25,1.4425508309324953e-137
,,,,,,53.26,1.3610396901731446e-140
,,,,,,53.27,1.1917554761423061e-143
,,,,,,53.28,9.684567343478013e-147
,,,,,,53.29,7.303818827284052e-150
,,,,,,53.3,5.1120661098342e-153
,,,,,,53.31,3.320623463955532e-156
,,,,,,53.32,2.0017945585467528e-159
,,,,,,53.33,1.1199434073614292e-162
,,,,,,53.34,5.814995085010615e-166
,,,,,,53.35,2.802072239834485e-169
,,,,,,53.36,1.253100791683245e-172
,,,,,,53.37,5.2007907707319084e-176
,,,,,,53.38,2.003223754578591e-179
,,,,,,53.39,7.160877458365851e-183
,,,,,,53.4,2.3756350455939634e-186
,,,,,,53.41,7.314251781292198e-190
,,,,,,53.42,2.0899543017359073e-193
,,,,,,53.43,5.542176789472726e-197
,,,,,,53.44,1.3639569450482427e-200
,,,,,,53.45,3.115284031767712e-204
,,,,,,53.46,6.603456749547688e-208
,,,,,,53.47,1.2990376176275817e-211
,,,,,,53.48,2.371640284693111e-215
,,,,,,53.49,4.018394871943395e-219
,,,,,,53.5,6.31877810165641e-223
