noise,a_ka1,b_ka2,c_ka2,2theta,FWHM,thetas,intensity
85.26436018089925,351.16070531763876,19.648211191905006,0.028999063087759482,19.648211191905006,0.040201237636320934,18.5,0.0
,,,,,,18.51,0.0
,,,,,,18.52,0.0
,,,,,,18.53,0.0
,,,,,,18.54,0.0
,,,,,,18.55,0.0
,,,,,,18.56,0.0
,,,,,,18.57,0.0
,,,,,,18.58,0.0
,,,,,,18.59,0.0
,,,,,,18.6,0.0
,,,,,,18.61,0.0
,,,,,,18.62,0.0
,,,,,,18.63,0.0
,,,,,,18.64,0.0
,,,,,,18.65,0.0
,,,,,,18.66,0.0
,,,,,,18.67,0.0
,,,,,,18.68,0.0
,,,,,,18.69,0.0
,,,,,,18.7,0.0
,,,,,,18.71,0.0
,,,,,,18.72,0.0
,,,,,,18.73,0.0
,,,,,,18.74,0.0
,,,,,,18.75,0.0
,,,,,,18.76,0.0
,,,,,,18.77,0.0
,,,,,,18.78,0.0
,,,,,,18.79,0.0
,,,,,,18.8,0.0
,,,,,,18.81,0.0
,,,,,,18.82,0.0
,,,,,,18.83,0.0
,,,,,,18.84,0.0
,,,,,,18.85,0.0
,,,,,,18.86,4.97934e-319
,,,,,,18.87,6.124539712455e-311
,,,,,,18.88,5.934073880360609e-303
,,,,,,18.89,4.532577872173467e-295
,,,,,,18.9,2.729294691984874e-287
,,,,,,18.91,1.295592478425433e-279
,,,,,,18.92,4.8484088652273244e-272
,,,,,,18.93,1.4303518644570213e-264
,,,,,,18.94,3.3265906867001983e-257
,,,,,,18.95,6.09914108221884e-250
,,,,,,18.96,8.815578611491232e-243
,,,,,,18.97,1.004490414685184e-235
,,,,,,18.98,9.023054952620588e-229
,,,,,,18.99,6.38960834975171e-222
,,,,,,19.0,3.567037759853702e-215
,,,,,,19.01,1.5698349928046639e-208
,,,,,,19.02,5.446445166869773e-202
,,,,,,19.03,1.4896529357379329e-195
,,,,,,19.04,3.211958232315257e-189
,,,,,,19.05,5.4596840710164315e-183
,,,,,,19.06,7.316071939017802e-177
,,,,,,19.07,7.728607516795661e-171
,,,,,,19.08,6.436316172749411e-165
,,,,,,19.09,4.2255798991290394e-159
,,,,,,19.1,2.186996545983085e-153
,,,,,,19.11,8.923242743237192e-148
,,,,,,19.12,2.8701867084984058e-142
,,,,,,19.13,7.27797268927588e-137
,,,,,,19.14,1.4548677778715635e-131
,,,,,,19.15,2.2927117684932907e-126
,,,,,,19.16,2.84831637252925e-121
,,,,,,19.17,2.789586440992317e-116
,,,,,,19.18,2.153794441389707e-111
,,,,,,19.19,1.3109360644099848e-106
,,,,,,19.2,6.290303524682375e-102
,,,,,,19.21,2.379438715400553e-97
,,,,,,19.22,7.095618813265229e-93
,,,,,,19.23,1.668087625371153e-88
,,,,,,19.24,3.0914361121669016e-84
,,,,,,19.25,4.516630075521818e-80
,,,,,,19.26,5.202134775337259e-76
,,,,,,19.27,4.723473771979665e-72
,,,,,,19.28,3.381070667019052e-68
,,,,,,19.29,1.907918498790878e-64
