noise,a_ka1,b_ka2,c_ka2,2theta,FWHM,thetas,intensity
97.62455372433733,552.7764756248197,22.720738293428735,0.04443840734723469,22.720738293428735,0.06160471352262017,21.47,0.0
,,,,,,21.48,0.0
,,,,,,21.49,0.0
,,,,,,21.5,0.0
,,,,,,21.51,2.185e-320
,,,,,,21.52,4.63622725e-315
,,,,,,21.53,8.42425379901353e-310
,,,,,,21.54,1.383292855463293e-304
,,,,,,21.55,2.052638926376949e-299
,,,,,,21.56,2.7524961662199114e-294
,,,,,,21.57,3.335466784554825e-289
,,,,,,21.58,3.6526011623533746e-284
,,,,,,21.59,3.614628105439441e-279
,,,,,,21.6,3.2325163081571545e-274
,,,,,,21.61,2.612363236792242e-269
,,,,,,21.62,1.9078408238631556e-264
,,,,,,21.63,1.2591180421117647e-259
,,,,,,21.64,7.509421675541915e-255
,,,,,,21.65,4.0472708780252477e-250
,,,,,,21.66,1.9712140573699527e-245
,,,,,,21.67,8.676029868219793e-241
,,,,,,21.68,3.4508336527534297e-236
,,,,,,21.69,1.2403457023199216e-231
,,,,,,21.7,4.028813865422465e-227
,,,,,,21.71,1.1825714646753198e-222
,,,,,,21.72,3.136846901875171e-218
,,,,,,21.73,7.519257986780619e-214
,,,,,,21.74,1.6288173398394414e-209
,,,,,,21.75,3.1884933652427855e-205
,,,,,,21.76,5.640458218585804e-201
,,,,,,21.77,9.016936075986403e-197
,,,,,,21.78,1.302624764667788e-192
,,,,,,21.79,1.700573492983168e-188
,,,,,,21.8,2.0062600057555443e-184
,,,,,,21.81,2.1389210833347504e-180
,,,,,,21.82,2.0607155217816654e-176
,,,,,,21.83,1.7941430149918765e-172
,,,,,,21.84,1.4116005220278213e-168
,,,,,,21.85,1.0036500193284755e-164
,,,,,,21.86,6.448645743893216e-161
,,,,,,21.87,3.7442986155337544e-157
,,,,,,21.88,1.9646634708619032e-153
,,,,,,21.89,9.315830944088538e-150
,,,,,,21.9,3.991818278170037e-146
,,,,,,21.91,1.5457372093103576e-142
,,,,,,21.92,5.408991461433571e-139
,,,,,,21.93,1.7104589884629152e-135
,,,,,,21.94,4.887927669388986e-132
,,,,,,21.95,1.2622710187279941e-128
,,,,,,21.96,2.945752038195508e-125
,,,,,,21.97,6.212344025186343e-122
,,,,,,21.98,1.1839423191640887e-118
,,,,,,21.99,2.0390192512632087e-115
,,,,,,22.0,3.173422110238676e-112
,,,,,,22.01,4.463238511200888e-109
,,,,,,22.02,5.672677363555885e-106
,,,,,,22.03,6.515410849316717e-103
,,,,,,22.04,6.762562083711708e-100
,,,,,,22.05,6.343025524319818e-97
,,,,,,22.06,5.376471997208223e-94
,,,,,,22.07,4.118262759608107e-91
,,,,,,22.08,2.850666765423979e-88
,,,,,,22.09,1.7831775497088666e-85
,,,,,,22.1,1.0079951865737797e-82
,,,,,,22.11,5.1491798860531714e-80
,,,,,,22.12,2.3770231169684418e-77
,,,,,,22.13,9.91618183457228e-75
,,,,,,22.14,3.7382754081830085e-72
,,,,,,22.15,1.2735436683958443e-69
,,,,,,22.16,3.920776835230535e-67
,,,,,,22.17,1.0908025424581316e-64
,,,,,,22.18,2.742432170274188e-62
,,,,,,22.19,6.230765168072001e-60
,,,,,,22.2,1.2792711544459605e-57
,,,,,,22.21,2.3735564591573523e-55
,,,,,,22.22,3.9797176507417127e-53
,,,,,,22.23,6.030046917301066e-51
,,,,,,22.24,8.25666865645562e-49
,,,,,,22.25,1.0216561583191978e-46
,,,,,,22.26,1.1424057837349794e-44
,,,,,,22.27,1.154387896163545e-42
,,,,,,22.28,1.0541414028430126e-40
,,,,,,22.29,8.698847418314427e-39
,,,,,,22.3,6.486946117206767e-37
,,,,,,22.31,4.371541476315789e-35
,,,,,,22.32,2.6622243493576054e-33
,,,,,,22.33,1.4651106816364583e-31
,,,,,,22.34,7.286382290433344e-30
,,,,,,22.35,3.274682564215576e-28
,,,,,,22.36,1.3299710782832828e-26
,,,,,,22.37,4.88124854303744e-25
,,,,,,22.38,1.6189572526222243e-23
,,,,,,22.39,4.852388637550786e-22
,,,,,,22.4,1.3142909210917543e-20
,,,,,,22.41,3.216941578829904e-19
,,,,,,22.42,7.1155844183715e-18
,,,,,,22.43,1.4223081945962347e-16
,,,,,,22.44,2.5691684749718355e-15
,,,,,,22.45,4.193794944496278e-14
,,,,,,22.46,6.18639341147331e-13
,,,,,,22.47,8.246764880887148e-12
,,,,,,22.48,9.934486553984491e-11
,,,,,,22.49,1.0814911630561728e-09
,,,,,,22.5,1.0639378498980821e-08
,,,,,,22.51,9.4585655693577e-08
,,,,,,22.52,7.598887828686144e-07
,,,,,,22.53,5.516841717699474e-06
,,,,,,22.54,3.6194847357996994e-05
,,,,,,22.55,0.00021459456098158388
,,,,,,22.56,0.0011497579112843643
,,,,,,22.57,0.0055668540867516245
,,,,,,22.58,0.024357292138799426
,,,,,,22.59,0.09630834221692444
,,,,,,22.6,0.3441236691891056
,,,,,,22.61,1.111171049665306
,,,,,,22.62,3.2423733868141036
,,,,,,22.63,8.54989674127724
,,,,,,22.64,20.37391306300607
,,,,,,22.65,43.87364965611999
,,,,,,22.66,85.37855742535221
,,,,,,22.67,150.14455861872534
,,,,,,22.68,238.60861390782046
,,,,,,22.69,342.67180607619986
,,,,,,22.7,444.7196964158727
,,,,,,22.71,521.5669825937633
,,,,,,22.72,552.7764756248197
,,,,,,22.73,529.4253709968202
,,,,,,22.74,458.22173141008614
,,,,,,22.75,358.3953363220003
,,,,,,22.76,253.31724302904664
,,,,,,22.77,161.80162952781717
,,,,,,22.78,93.39352443274164
,,,,,,22.79,48.71541133776458
,,,,,,22.8,22.96316351690107
,,,,,,22.81,9.781665292550304
,,,,,,22.82,3.765386950995652
,,,,,,22.83,1.3098518072881753
,,,,,,22.84,0.41176596764839135
,,,,,,22.85,0.11697538158012673
,,,,,,22.86,0.03002992358081117
,,,,,,22.87,0.006966741859807155
,,,,,,22.88,0.0014605651906256316
,,,,,,22.89,0.0002767119459210054
,,,,,,22.9,4.737515089832167e-05
,,,,,,22.91,7.329747928981903e-06
,,,,,,22.92,1.0248096540652895e-06
,,,,,,22.93,1.2948310696538863e-07
,,,,,,22.94,1.4784231385710094e-08
,,,,,,22.95,1.5254575458385504e-09
,,,,,,22.96,1.422385234788483e-10
,,,,,,22.97,1.1985332328584094e-11
,,,,,,22.98,9.126382383407003e-13
,,,,,,22.99,6.280048201148393e-14
,,,,,,23.0,3.905197731153586e-15
,,,,,,23.01,2.1945163199166193e-16
,,,,,,23.02,1.1144236931849131e-17
,,,,,,23.03,5.114198659863329e-19
,,,,,,23.04,2.120901926988676e-20
,,,,,,23.05,7.948392678426668e-22
,,,,,,23.06,2.6918681125867125e-23
,,,,,,23.07,8.2384209058041605e-25
,,,,,,23.08,2.278504604280958e-26
,,,,,,23.09,5.694709568066011e-28
,,,,,,23.1,1.2862014192876995e-29
,,,,,,23.11,2.6251983611890417e-31
,,,,,,23.12,4.842069288901786e-33
,,,,,,23.13,8.070781883783171e-35
,,,,,,23.14,1.2156707196031985e-36
,,,,,,23.15,1.6547486591608048e-38
,,,,,,23.16,2.035466010024863e-40
,,,,,,23.17,2.2626188794581824e-42
,,,,,,23.18,2.2728705108892897e-44
,,,,,,23.19,2.063258850350014e-46
,,,,,,23.2,1.692577154698394e-48
,,,,,,23.21,1.2547550959399372e-50
,,,,,,23.22,8.405918924627507e-53
,,,,,,23.23,5.08893801429833e-55
,,,,,,23.24,2.784100192975427e-57
,,,,,,23.25,1.3764432018639847e-59
,,,,,,23.26,6.149608456852229e-62
,,,,,,23.27,2.482860794017614e-64
,,,,,,23.28,9.058848811929647e-67
,,,,,,23.29,2.9868223172489403e-69
,,,,,,23.3,8.899415814857261e-72
,,,,,,23.31,2.396234661645516e-74
,,,,,,23.32,5.830595701618947e-77
,,,,,,23.33,1.2820714986478058e-79
,,,,,,23.34,2.547576877522244e-82
,,,,,,23.35,4.5746522565317135e-85
,,,,,,23.36,7.423429871833939e-88
,,,,,,23.37,1.0885963379847798e-90
,,,,,,23.38,1.4425964636356487e-93
,,,,,,23.39,1.7275816912044498e-96
,,,,,,23.4,1.8695972374487695e-99
,,,,,,23.41,1.8284086107158463e-102
,,,,,,23.42,1.6158989303249604e-105
,,,,,,23.43,1.2905382004748282e-108
,,,,,,23.44,9.314150919195064e-112
,,,,,,23.45,6.074791998173455e-115
,,,,,,23.46,3.5804308390467645e-118
,,,,,,23.47,1.9070184791981245e-121
,,,,,,23.48,9.178891769942387e-125
,,,,,,23.49,3.992466971143796e-128
,,,,,,23.5,1.569307861244981e-131
,,,,,,23.51,5.574304696261166e-135
,,,,,,23.52,1.7893240239026285e-138
,,,,,,23.53,5.1904261620453034e-142
,,,,,,23.54,1.3606072378779831e-145
,,,,,,23.55,3.223133335520822e-149
