noise,a_ka1,b_ka2,c_ka2,2theta,FWHM,thetas,intensity
226.48212959199284,1112.3642612547922,35.28327499002115,0.04230041064715133,35.28327499002115,0.05864082075320167,34.0,28.55172936269941
,,,,,,34.001999999999995,28.640868405688177
,,,,,,34.004,28.730425438182
,,,,,,34.006,28.820403076991884
,,,,,,34.008,28.910803959434208
,,,,,,34.01,29.001630743523144
,,,,,,34.012,29.092886108167058
,,,,,,34.014,29.18457275336403
,,,,,,34.016,29.276693400402266
,,,,,,34.018,29.369250792062804
,,,,,,34.02,29.462247692821517
,,,,,,34.022,29.555686889056304
,,,,,,34.024,29.64957118925659
,,,,,,34.025999999999996,29.743903424231835
,,,,,,34.028,29.838686447327333
,,,,,,34.03,29.93392313463748
,,,,,,34.032,30.029616385224664
,,,,,,34.034,30.125769121340745
,,,,,,34.036,30.222384288647863
,,,,,,34.038000000000004,30.31946485644513
,,,,,,34.04,30.41701381789592
,,,,,,34.042,30.51503419025965
,,,,,,34.044000000000004,30.61352901512285
,,,,,,34.046,30.71250135863583
,,,,,,34.048,30.81195431175218
,,,,,,34.05,30.91189099046732
,,,,,,34.052,31.012314536065162
,,,,,,34.054,31.11322811536227
,,,,,,34.056,31.214634920958208
,,,,,,34.058,31.31653817148895
,,,,,,34.06,31.41894111187985
,,,,,,34.062,31.521847013604667
,,,,,,34.064,31.625259174947786
,,,,,,34.066,31.72918092126595
,,,,,,34.068000000000005,31.83361560525681
,,,,,,34.07,31.938566607228243
,,,,,,34.071999999999996,32.04403733537274
,,,,,,34.074,32.15003122604311
,,,,,,34.076,32.256551744031206
,,,,,,34.078,32.36360238285195
,,,,,,34.08,32.47118666502876
,,,,,,34.082,32.57930814238434
,,,,,,34.084,32.68797039633144
,,,,,,34.086,32.79717703817012
,,,,,,34.088,32.906931709388616
,,,,,,34.09,33.017238081964294
,,,,,,34.092,33.12809985867154
,,,,,,34.094,33.23952077339339
,,,,,,34.096,33.35150459143273
,,,,,,34.098,33.46405510983328
,,,,,,34.1,33.57717615769829
,,,,,,34.102,33.69087159651698
,,,,,,34.104,33.80514532049501
,,,,,,34.106,33.92000125688506
,,,,,,34.108000000000004,34.035443366325445
,,,,,,34.11,34.151475643180476
,,,,,,34.111999999999995,34.268102115886634
,,,,,,34.114000000000004,34.38532684730157
,,,,,,34.116,34.50315393505449
,,,,,,34.118,34.62158751190931
,,,,,,34.12,34.74063174612156
,,,,,,34.122,34.8602908418085
,,,,,,34.124,34.98056903931688
,,,,,,34.126,35.101470615599496
,,,,,,34.128,35.22299988459611
,,,,,,34.13,35.345161197615326
,,,,,,34.132,35.46795894372485
,,,,,,34.134,35.59139755014657
,,,,,,34.135999999999996,35.71548148265203
,,,,,,34.138000000000005,35.840215245969866
,,,,,,34.14,35.965603384188725
,,,,,,34.141999999999996,36.09165048117652
,,,,,,34.144,36.21836116099562
,,,,,,34.146,36.345740088326046
,,,,,,34.148,36.473791968895526
,,,,,,34.15,36.60252154991273
,,,,,,34.152,36.73193362050842
,,,,,,34.154,36.86203301217766
,,,,,,34.156,36.99282459923153
,,,,,,34.158,37.124313299254524
,,,,,,34.16,37.25650407356291
,,,,,,34.162,37.389401927675856
,,,,,,34.164,37.52301191178546
,,,,,,34.166,37.65733912123728
,,,,,,34.168,37.79238869701684
,,,,,,34.17,37.92816582623818
,,,,,,34.172,38.06467574264264
,,,,,,34.174,38.20192372710397
,,,,,,34.176,38.339915108135564
,,,,,,34.178000000000004,38.478655262408886
,,,,,,34.18,38.61814961527549
,,,,,,34.181999999999995,38.75840364129822
,,,,,,34.184,38.89942286478673
,,,,,,34.186,39.04121286033957
,,,,,,34.188,39.183779253396004
,,,,,,34.19,39.327127720792156
,,,,,,34.192,39.47126399132742
,,,,,,34.194,39.616193846333
,,,,,,34.196,39.76192312025231
,,,,,,34.198,39.90845770122906
,,,,,,34.2,40.055803531698004
,,,,,,34.202,40.203966608988104
,,,,,,34.204,40.35295298593361
,,,,,,34.205999999999996,40.50276877148772
,,,,,,34.208,40.65342013135203
,,,,,,34.21,40.80491328860646
,,,,,,34.211999999999996,40.95725452435251
,,,,,,34.214,41.11045017836508
,,,,,,34.216,41.26450664974786
,,,,,,34.218,41.41943039760277
,,,,,,34.22,41.575227941704966
,,,,,,34.222,41.73190586318999
,,,,,,34.224000000000004,41.889470805244486
,,,,,,34.226,42.047929473811024
,,,,,,34.228,42.20728863830215
,,,,,,34.23,42.367555132318614
,,,,,,34.232,42.52873585438522
,,,,,,34.234,42.69083776868818
,,,,,,34.236,42.85386790582805
,,,,,,34.238,43.01783336358255
,,,,,,34.24,43.1827413076746
,,,,,,34.242,43.348598972555656
,,,,,,34.244,43.515413662199926
,,,,,,34.246,43.68319275090359
,,,,,,34.248000000000005,43.85194368410097
,,,,,,34.25,44.021673979188144
,,,,,,34.251999999999995,44.192391226360705
,,,,,,34.254,44.36410308945969
,,,,,,34.256,44.53681730682937
,,,,,,34.258,44.710541692189445
,,,,,,34.26,44.885284135516265
,,,,,,34.262,45.061052603939714
,,,,,,34.264,45.237855142646325
,,,,,,34.266,45.415699875800165
,,,,,,34.268,45.59459500747666
,,,,,,34.27,45.774548822603435
,,,,,,34.272,45.95556968791991
,,,,,,34.274,46.13766605295022
,,,,,,34.275999999999996,46.320846450983204
,,,,,,34.278,46.50511950007553
,,,,,,34.28,46.690493904059345
,,,,,,34.282,46.876978453570274
,,,,,,34.284,47.06458202708986
,,,,,,34.286,47.25331359199671
,,,,,,34.288000000000004,47.44318220563895
,,,,,,34.29,47.63419701641777
,,,,,,34.292,47.82636726489044
,,,,,,34.294000000000004,48.01970228488176
,,,,,,34.296,48.21421150461782
,,,,,,34.298,48.40990444787546
,,,,,,34.3,48.60679073514138
,,,,,,34.302,48.804880084798
,,,,,,34.304,49.00418231431596
,,,,,,34.306,49.20470734147048
,,,,,,34.308,49.40646518557525
,,,,,,34.31,49.60946596872766
,,,,,,34.312,49.81371991707818
,,,,,,34.314,50.019237362118396
,,,,,,34.316,50.22602874198068
,,,,,,34.318000000000005,50.43410460276428
,,,,,,34.32,50.6434755998761
,,,,,,34.321999999999996,50.854152499394694
