noise,h,x0,ganma,2theta,FWHM,thetas,intensity
106.17215109657594,24365.09756793006,35.282897768372074,0.04556630914569678,35.282897768372074,0.09113261829139356,34.0,30.710916486242034
,,,,,,34.001999999999995,30.806774400234257
,,,,,,34.004,30.90308162678321
,,,,,,34.006,30.999840977154687
,,,,,,34.008,31.09705528462683
,,,,,,34.01,31.194727404696433
,,,,,,34.012,31.292860215289785
,,,,,,34.014,31.39145661697209
,,,,,,34.016,31.49051953316257
,,,,,,34.018,31.590051910351796
,,,,,,34.02,31.69005671831834
,,,,,,34.022,31.79053695035096
,,,,,,34.024,31.89149562347323
,,,,,,34.025999999999996,31.992935778667203
,,,,,,34.028,32.09486048110478
,,,,,,34.03,32.19727282037645
,,,,,,34.032,32.30017591072593
,,,,,,34.034,32.40357289128778
,,,,,,34.036,32.50746692632407
,,,,,,34.038000000000004,32.611861205467555
,,,,,,34.04,32.71675894396529
,,,,,,34.042,32.82216338292727
,,,,,,34.044000000000004,32.928077789574104
,,,,,,34.046,33.03450545749082
,,,,,,34.048,33.14144970688368
,,,,,,34.05,33.24891388483591
,,,,,,34.052,33.356901365572206
,,,,,,34.054,33.46541555072051
,,,,,,34.056,33.5744598695804
,,,,,,34.058,33.68403777939484
,,,,,,34.06,33.794152765621305
,,,,,,34.062,33.90480834220959
,,,,,,34.064,34.01600805188288
,,,,,,34.066,34.12775546641834
,,,,,,34.068000000000005,34.240054186935076
,,,,,,34.07,34.352907844182816
,,,,,,34.071999999999996,34.46632009883607
,,,,,,34.074,34.580294641789706
,,,,,,34.076,34.694835194457745
,,,,,,34.078,34.80994550907784
,,,,,,34.08,34.9256293690172
,,,,,,34.082,35.04189058908444
,,,,,,34.084,35.15873301584109
,,,,,,34.086,35.27616052792035
,,,,,,34.088,35.39417703634956
,,,,,,34.09,35.51278648487286
,,,,,,34.092,35.63199285028109
,,,,,,34.094,35.75180014274589
,,,,,,34.096,35.87221240615331
,,,,,,34.098,35.99323371844775
,,,,,,34.1,36.11486819197359
,,,,,,34.102,36.23711997382512
,,,,,,34.104,36.35999324620067
,,,,,,34.106,36.48349222675691
,,,,,,34.108000000000004,36.60762116897185
,,,,,,34.11,36.73238436250949
,,,,,,34.111999999999995,36.85778613359094
,,,,,,34.114000000000004,36.98383084536837
,,,,,,34.116,37.11052289830054
,,,,,,34.118,37.237866730541995
,,,,,,34.12,37.36586681832553
,,,,,,34.122,37.4945276763588
,,,,,,34.124,37.6238538582185
,,,,,,34.126,37.75384995675371
,,,,,,34.128,37.88452060449429
,,,,,,34.13,38.01587047405993
,,,,,,34.132,38.147904278578416
,,,,,,34.134,38.28062677210895
,,,,,,34.135999999999996,38.41404275006589
,,,,,,34.138000000000005,38.5481570496553
,,,,,,34.14,38.68297455030675
,,,,,,34.141999999999996,38.818500174122406
,,,,,,34.144,38.95473888632197
,,,,,,34.146,39.09169569569609
,,,,,,34.148,39.229375655067095
,,,,,,34.15,39.367783861753125
,,,,,,34.152,39.50692545804087
,,,,,,34.154,39.64680563165925
,,,,,,34.156,39.78742961626331
,,,,,,34.158,39.92880269192431
,,,,,,34.16,40.07093018562074
,,,,,,34.162,40.21381747174303
,,,,,,34.164,40.357469972597
,,,,,,34.166,40.501893158918655
,,,,,,34.168,40.64709255039544
,,,,,,34.17,40.79307371618939
,,,,,,34.172,40.93984227547149
,,,,,,34.174,41.08740389796277
,,,,,,34.176,41.23576430447756
,,,,,,34.178000000000004,41.384929267478775
,,,,,,34.18,41.53490461163704
,,,,,,34.181999999999995,41.685696214399734
,,,,,,34.184,41.83731000656436
,,,,,,34.186,41.98975197285937
,,,,,,34.188,42.14302815253496
,,,,,,34.19,42.297144639958816
,,,,,,34.192,42.452107585222656
,,,,,,34.194,42.60792319475113
,,,,,,34.196,42.76459773192339
,,,,,,34.198,42.92213751770278
,,,,,,34.2,43.08054893126956
,,,,,,34.202,43.23983841066679
,,,,,,34.204,43.40001245345464
,,,,,,34.205999999999996,43.56107761736748
