noise,h,x0,ganma,2theta,FWHM,thetas,intensity
103.86080238244121,2418.5339828896517,32.37722368145308,0.03238520804636146,32.37722368145308,0.06477041609272292,31.5,3.31599186662222
,,,,,,31.51,3.3927994055107518
,,,,,,31.52,3.4723054950237024
,,,,,,31.53,3.5546379828250343
,,,,,,31.54,3.6399323745624557
,,,,,,31.55,3.7283323906947365
,,,,,,31.56,3.819990571107836
,,,,,,31.57,3.9150689322637326
,,,,,,31.58,4.013739682159793
,,,,,,31.59,4.116185998982495
,,,,,,31.6,4.222602880019038
,,,,,,31.61,4.3331980681628
,,,,,,31.62,4.448193064219782
,,,,,,31.63,4.567824234212226
,,,,,,31.64,4.692344022000213
,,,,,,31.65,4.822022278817466
,,,,,,31.66,4.957147722775967
,,,,,,31.67,5.098029543052775
,,,,,,31.68,5.244999165374571
,,,,,,31.69,5.398412197589904
,,,,,,31.7,5.558650576615866
,,,,,,31.71,5.726124940918736
,,,,,,31.72,5.901277255992313
,,,,,,31.73,6.084583724118796
,,,,,,31.74,6.276558014109144
,,,,,,31.75,6.477754851842715
,,,,,,31.76,6.688774018368665
,,,,,,31.77,6.910264809259564
,,,,,,31.78,7.142931016986721
,,,,,,31.79,7.387536507540726
,,,,,,31.8,7.644911473611782
,,,,,,31.81,7.915959459677256
,,,,,,31.82,8.201665269719593
,,,,,,31.83,8.50310388646182
,,,,,,31.84,8.821450552553982
,,,,,,31.85,9.157992189747459
,,,,,,31.86,9.514140362640397
,,,,,,31.87,9.891446030108394
,,,,,,31.88,10.291616371380158
,,,,,,31.89,10.716534026520069
,,,,,,31.9,11.168279154869673
,,,,,,31.91,11.649154792376551
,,,,,,31.92,12.161716082905402
,,,,,,31.93,12.708804073716154
,,,,,,31.94,13.293584906485895
,,,,,,31.95,13.919595409219557
,,,,,,31.96,14.59079630968823
,,,,,,31.97,15.311634558657465
,,,,,,31.98,16.087116585478036
,,,,,,31.99,16.922894728236056
,,,,,,32.0,17.82536961017893
,,,,,,32.01,18.80181190587838
,,,,,,32.02,19.86050779769072
,,,,,,32.03,21.010933523084717
,,,,,,32.04,22.26396583409968
