noise,h,x0,ganma,2theta,FWHM,thetas,intensity
100.8670641443383,366.2461149702872,50.907770957430984,0.040765953466022485,50.907770957430984,0.08153190693204497,50.0,0.7393281107132872
,,,,,,50.01,0.7558560666879833
,,,,,,50.02,0.772944116389047
,,,,,,50.03,0.7906178370431964
,,,,,,50.04,0.8089042816286798
,,,,,,50.05,0.8278320821647619
,,,,,,50.06,0.8474315615282375
,,,,,,50.07,0.8677348546102355
,,,,,,50.08,0.888776039715237
,,,,,,50.09,0.910591281202775
,,,,,,50.1,0.9332189844839325
,,,,,,50.11,0.9566999646099533
,,,,,,50.12,0.981077629830841
,,,,,,50.13,1.0063981816614338
,,,,,,50.14,1.032710833171721
,,,,,,50.15,1.0600680474219843
,,,,,,50.16,1.088525798193149
,,,,,,50.17,1.1181438554249006
,,,,,,50.18,1.148986098070931
,,,,,,50.19,1.1811208574197907
,,,,,,50.2,1.2146212943152546
,,,,,,50.21,1.2495658141518997
,,,,,,50.22,1.2860385240266978
,,,,,,50.23,1.3241297370058795
,,,,,,50.24,1.363936529132547
,,,,,,50.25,1.4055633555657228
,,,,,,50.26,1.4491227331256946
,,,,,,50.27,1.4947359975405294
,,,,,,50.28,1.5425341448718657
,,,,,,50.29,1.5926587679707045
,,,,,,50.3,1.6452631004095304
,,,,,,50.31,1.7005131821997417
,,,,,,50.32,1.7585891637779039
,,,,,,50.33,1.8196867672940258
,,,,,,50.34,1.884018927227013
,,,,,,50.35,1.951817635878073
,,,,,,50.36,2.0233360234543776
,,,,,,50.37,2.098850707380543
,,,,,,50.38,2.178664451326435
,,,,,,50.39,2.2631091814036144
,,,,,,50.4,2.3525494153035402
,,,,,,50.41,2.447386170116419
,,,,,,50.42,2.54806142655376
,,,,,,50.43,2.6550632417479476
,,,,,,50.44,2.768931620296155
,,,,,,50.45,2.8902652744618735
,,,,,,50.46,3.019729430357959
,,,,,,50.47,3.158064868650098
,,,,,,50.48,3.3060984272962526
,,,,,,50.49,3.464755241950762
,,,,,,50.5,3.6350730592994545
,,,,,,50.51,3.818219032867056
,,,,,,50.52,4.015509503767066
,,,,,,50.53,4.228433385726179
,,,,,,50.54,4.458679921420537
,,,,,,50.55,4.70817176485571
,,,,,,50.56,4.9791045843929576
,,,,,,50.57,5.273994689354306
,,,,,,50.58,5.595736581928571
,,,,,,50.59,5.9476728551797144
,,,,,,50.6,6.3336795381904105
,,,,,,50.61,6.758270887047111
,,,,,,50.62,7.226728813735584
,,,,,,50.63,7.745263743761222
,,,,,,50.64,8.32121585244224
,,,,,,50.65,8.96330857054409
,,,,,,50.66,9.681970290645555
,,,,,,50.67,10.489745809386555
,,,,,,50.68,11.401826887305168
,,,,,,50.69,12.436742405677332
,,,,,,50.7,13.61726445935797
,,,,,,50.71,14.971609632748434
,,,,,,50.72,16.535048157055165
,,,,,,50.73,18.352083028528778
,,,,,,50.74,20.479434846308624
,,,,,,50.75,22.990179155604643
,,,,,,50.76,25.979551800884654
,,,,,,50.77,29.573195600308676
,,,,,,50.78,33.939015646009366
,,,,,,50.79,39.30440662420654
,,,,,,50.8,45.981489972723146
,,,,,,50.81,54.40418318946033
,,,,,,50.82,65.18219216842779
,,,,,,50.83,79.1771679205454
,,,,,,50.84,97.60087443245148
,,,,,,50.85,122.11007919845916
,,,,,,50.86,154.78748546136302
,,,,,,50.87,197.6587265275329
,,,,,,50.88,250.90351625831937
,,,,,,50.89,308.6817462538061
,,,,,,50.9,354.4609274890669
,,,,,,50.91,366.2461149702872
,,,,,,50.92,337.01358138125886
,,,,,,50.93,283.1505072057088
,,,,,,50.94,226.0521511175057
,,,,,,50.95,177.19684468889528
,,,,,,50.96,139.06772891745416
,,,,,,50.97,110.30640784350292
,,,,,,50.98,88.74541167508487
,,,,,,50.99,72.47250671230279
,,,,,,51.0,60.038064279520896
,,,,,,51.01,50.39946616014514
,,,,,,51.02,42.81834425948445
,,,,,,51.03,36.77134579561015
,,,,,,51.04,31.884382861197867
,,,,,,51.05,27.886876464982567
,,,,,,51.06,24.580520009015128
,,,,,,51.07,21.818007977929877
,,,,,,51.08,19.4884700233218
,,,,,,51.09,17.50740118670891
,,,,,,51.1,15.809620492131334
,,,,,,51.11,14.344286856097824
,,,,,,51.12,13.071327536265413
,,,,,,51.13,11.95884765803556
,,,,,,51.14,10.981229238558942
,,,,,,51.15,10.117720498855185
,,,,,,51.16,9.351377817013148
,,,,,,51.17,8.668264129989693
,,,,,,51.18,8.056835809347843
,,,,,,51.19,7.507469454746515
,,,,,,51.2,7.012093557276032
,,,,,,51.21,6.563899481293851
,,,,,,51.22,6.157112958298893
,,,,,,51.23,5.786812124316224
,,,,,,51.24,5.448781635332915
,,,,,,51.25,5.139394954945638
,,,,,,51.26,4.855518794878912
,,,,,,51.27,4.594435091000596
,,,,,,51.28,4.35377694758542
,,,,,,51.29,4.131475775131135
,,,,,,51.3,3.925717449514085
,,,,,,51.31,3.7349057814140307
,,,,,,51.32,3.557631940244857
,,,,,,51.33,3.3926487522991065
,,,,,,51.34,3.2388490076903684
,,,,,,51.35,3.095247079240441
,,,,,,51.36,2.960963289430204
,,,,,,51.37,2.8352105669834917
,,,,,,51.38,2.7172830186944554
,,,,,,51.39,2.6065461094244253
,,,,,,51.4,2.5024281973549303
,,,,,,51.41,2.4044132153646838
,,,,,,51.42,2.312034324932192
,,,,,,51.43,2.2248683979345185
,,,,,,51.44,2.142531205416245
,,,,,,51.45,2.064673211879384
,,,,,,51.46,1.9909758897009218
,,,,,,51.47,1.9211484815727924
,,,,,,51.48,1.8549251498942485
,,,,,,51.49,1.7920624612369938
,,,,,,51.5,1.7323371616878036
,,,,,,51.51,1.6755442053132483
,,,,,,51.52,1.6214950034091231
,,,,,,51.53,1.5700158667637496
,,,,,,51.54,1.5209466170275667
,,,,,,51.55,1.4741393465583854
,,,,,,51.56,1.429457308895656
,,,,,,51.57,1.3867739243924124
,,,,,,51.58,1.3459718875614493
,,,,,,51.59,1.306942364431262
,,,,,,51.6,1.269584269698434
,,,,,,51.61,1.2338036147471745
,,,,,,51.62,1.199512918714728
,,,,,,51.63,1.1666306757373528
,,,,,,51.64,1.1350808723410621
,,,,,,51.65,1.1047925496598006
,,,,,,51.66,1.0756994057898877
,,,,,,51.67,1.0477394341334332
,,,,,,51.68,1.0208545940594973
,,,,,,51.69,0.9949905106268454
,,,,,,51.7,0.9700962004769483
,,,,,,51.71,0.9461238213247352
,,,,,,51.72,0.9230284427554021
,,,,,,51.73,0.9007678362831908
,,,,,,51.74,0.8793022828453338
,,,,,,51.75,0.8585943960972535
