noise,h,x0,ganma,2theta,FWHM,thetas,intensity
87.88368541978365,1034.1170012813036,38.166044300314184,0.036324131538441405,38.166044300314184,0.07264826307688281,37.0,1.01444593425036
,,,,,,37.01,1.03205475119923
,,,,,,37.02,1.0501259054500913
,,,,,,37.03,1.068675719696404
,,,,,,37.04,1.0877212431217589
,,,,,,37.05,1.1072802905355819
,,,,,,37.06,1.1273714839898792
,,,,,,37.07,1.1480142970581795
,,,,,,37.08,1.1692291019732521
,,,,,,37.09,1.1910372198361425
,,,,,,37.1,1.2134609741274065
,,,,,,37.11,1.2365237477711657
,,,,,,37.12,1.2602500440237143
,,,,,,37.13,1.2846655514825978
,,,,,,37.14,1.3097972135376101
,,,,,,37.15,1.335673302614124
,,,,,,37.16,1.3623234995898934
,,,,,,37.17,1.3897789788015942
,,,,,,37.18,1.418072499094851
,,,,,,37.19,1.4472385014139177
,,,,,,37.2,1.4773132134727234
,,,,,,37.21,1.5083347621005734
,,,,,,37.22,1.5403432939122974
,,,,,,37.23,1.573381105014505
,,,,,,37.24,1.6074927805295787
,,,,,,37.25,1.6427253447952146
,,,,,,37.26,1.679128423183231
,,,,,,37.27,1.716754416575283
,,,,,,37.28,1.7556586896392539
,,,,,,37.29,1.7958997741676261
,,,,,,37.3,1.8375395888694366
,,,,,,37.31,1.8806436771546897
,,,,,,37.32,1.9252814646129843
,,,,,,37.33,1.971526538072122
,,,,,,37.34,2.0194569483267637
,,,,,,37.35,2.069155538858499
,,,,,,37.36,2.12071030312786
,,,,,,37.37,2.1742147733093544
,,,,,,37.38,2.229768443670433
,,,,,,37.39,2.2874772321651773
,,,,,,37.4,2.3474539842338005
,,,,,,37.41,2.409819023272244
,,,,,,37.42,2.4747007527756555
,,,,,,37.43,2.5422363157694474
,,,,,,37.44,2.612572317837925
,,,,,,37.45,2.6858656208508056
,,,,,,37.46,2.7622842153929312
,,,,,,37.47,2.842008180936015
,,,,,,37.48,2.9252307439731995
,,,,,,37.49,3.0121594456972156
,,,,,,37.5,3.1030174323627024
,,,,,,37.51,3.1980448832735573
