noise,h,x0,ganma,2theta,FWHM,thetas,intensity
87.43320366126063,322.1732806996073,22.731616935267997,0.03179823247856383,22.731616935267997,0.06359646495712766,21.5,0.21516730864816283
,,,,,,21.51,0.2187019959319478
,,,,,,21.52,0.22232448349359712
,,,,,,21.53,0.22603770280395308
,,,,,,21.54,0.22984470867808943
,,,,,,21.55,0.2337486855543851
,,,,,,21.56,0.23775295414959452
,,,,,,21.57,0.2418609785159054
,,,,,,21.58,0.2460763735279235
,,,,,,21.59,0.2504029128298177
,,,,,,21.6,0.2548445372751803
,,,,,,21.61,0.259405363894854
,,,,,,21.62,0.2640896954307859
,,,,,,21.63,0.2689020304770814
,,,,,,21.64,0.2738470742728882
,,,,,,21.65,0.27892975019537086
,,,,,,21.66,0.2841552120051996
,,,,,,21.67,0.28952885690132174
,,,,,,21.68,0.29505633944675075
,,,,,,21.69,0.3007435864323878
,,,,,,21.7,0.30659681275174405
,,,,,,21.71,0.3126225383659344
,,,,,,21.72,0.31882760644527064
,,,,,,21.73,0.3252192027816861
,,,,,,21.74,0.3318048765746493
,,,,,,21.75,0.3385925627027969
,,,,,,21.76,0.345590605603783
,,,,,,21.77,0.3528077848964569
,,,,,,21.78,0.3602533428921023
,,,,,,21.79,0.36793701415551316
,,,,,,21.8,0.3758690572923332
,,,,,,21.81,0.38406028915618484
,,,,,,21.82,0.39252212168842976
,,,,,,21.83,0.4012666016244865
,,,,,,21.84,0.41030645332447907
,,,,,,21.85,0.41965512501213564
,,,,,,21.86,0.4293268387354013
,,,,,,21.87,0.4393366443948938
,,,,,,21.88,0.4497004782229608
,,,,,,21.89,0.4604352261372005
,,,,,,21.9,0.4715587924380326
,,,,,,21.91,0.4830901743716423
,,,,,,21.92,0.495049543137248
,,,,,,21.93,0.5074583319829398
,,,,,,21.94,0.5203393321075145
,,,,,,21.95,0.5337167971684122
,,,,,,21.96,0.5476165572894385
,,,,,,21.97,0.5620661435673774
,,,,,,21.98,0.5770949241966499
,,,,,,21.99,0.5927342534667519
,,,,,,22.0,0.6090176350420088
,,,,,,22.01,0.6259809011087214
,,,,,,22.02,0.643662409175684
,,,,,,22.03,0.6621032585430299
,,,,,,22.04,0.6813475287166556
,,,,,,22.05,0.7014425423464525
,,,,,,22.06,0.7224391556117485
,,,,,,22.07,0.744392079375486
,,,,,,22.08,0.7673602348869055
,,,,,,22.09,0.7914071483430981
,,,,,,22.1,0.8166013892332545
,,,,,,22.11,0.8430170581024703
,,,,,,22.12,0.8707343302006376
,,,,,,22.13,0.8998400624484103
,,,,,,22.14,0.9304284722821484
,,,,,,22.15,0.9626018982625746
,,,,,,22.16,0.9964716538868988
,,,,,,22.17,1.0321589878739779
,,,,,,22.18,1.0697961663540796
,,,,,,22.19,1.1095276949537511
,,,,,,22.2,1.15151170180537
,,,,,,22.21,1.195921506131156
,,,,,,22.22,1.2429474013751203
,,,,,,22.23,1.2927986870402846
,,,,,,22.24,1.345705989619911
,,,,,,22.25,1.4019239205325407
,,,,,,22.26,1.4617341280754674
,,,,,,22.27,1.5254488114792895
,,,,,,22.28,1.5934147786475676
,,,,,,22.29,1.666018145703935
,,,,,,22.3,1.7436897968115268
,,,,,,22.31,1.826911747855761
,,,,,,22.32,1.9162245887619886
,,,,,,22.33,2.0122362180867985
,,,,,,22.34,2.1156321322163687
,,,,,,22.35,2.2271875928143765
,,,,,,22.36,2.347782073775157
,,,,,,22.37,2.4784164877308967
,,,,,,22.38,2.6202338186554885
,,,,,,22.39,2.774543950062642
,,,,,,22.4,2.9428536895648696
,,,,,,22.41,3.126903266330569
