111thetas,111intensity,200thetas,200intensity,220thetas,220intensity,311thetas,311intensity,222thetas,222intensity,400thetas,400intensity
19.42,10.850214073848255,22.42,15.105681248580213,32.42,1514.1442155712589,37.92,53.50487472126903,50.92,231.5691010870561,52.68,16.336239751815505
19.43,11.804100417362756,22.43,16.08684102481227,32.43,1307.6808759109842,37.93,57.82535851996558,50.93,221.04740069941607,52.69,15.496826885740614
19.44,12.886790047298444,22.44,17.16550734292964,32.44,1115.254304761641,37.94,62.672027429139604,50.94,205.83661444339504,52.7,14.719223939846716
19.45,14.121919288453407,22.45,18.35483943874959,32.45,945.8112398691887,37.95,68.1299557225155,50.95,187.72377362992438,52.71,13.99763136634085
19.46,15.538604422130186,22.46,19.670252035422283,32.46,801.8728749724295,37.96,74.30103218698986,50.96,168.4555864234473,52.72,13.326899387010007
19.47,17.172958344129988,22.47,21.12988480244331,32.47,682.1093153325942,37.97,81.30772005887692,50.97,149.44045880168713,52.73,12.702444663172898
19.48,19.070078584910807,22.48,22.75518641394328,32.48,583.4479602690972,37.98,89.29765967709909,50.98,131.62774079620957,52.74,12.120178825014214
19.49,21.28665495220735,22.49,24.57164497636917,32.49,502.3896245618304,37.99,98.44923581019128,50.99,115.53265679650535,52.75,11.576447034631586
19.5,23.894377845565163,22.5,26.609706229008303,32.5,435.6658109854087,38.0,108.97817216071596,51.0,101.33793486861407,52.76,11.067975053766947
19.51,26.984345559511947,22.51,28.905933561277017,32.51,380.4849398801116,38.01,121.14506048829875,51.01,89.01086508535973,52.77,10.591823534417495
19.52,30.672630858393898,22.52,31.50448036713257,32.52,334.56818670673226,38.02,135.26339234729548,51.02,78.40113442133315,52.78,10.145348456365797
19.53,35.10698108633268,22.53,34.458966451819265,32.53,296.097067407068,38.03,151.70698351657202,51.03,69.30878278635096,52.79,9.726166807085168
19.54,40.47409240849622,22.54,37.83487681303337,32.54,263.63508752690103,38.04,170.91441546526545,51.04,61.52518211163411,52.8,9.332126742289422
19.55,47.00562650369878,22.55,41.71263303189151,32.55,236.0507200855524,38.05,193.38590734825408,51.05,54.85453469011037,52.81,8.961281584458892
19.56,54.97847175002856,22.56,46.191522422177144,32.56,212.45136136033463,38.06,219.66448346752196,51.06,49.123136215353725,52.82,8.611867116089257
19.57,64.69990931980165,22.57,51.394700430659675,32.57,192.1300788809813,38.07,250.28830279688046,51.07,44.181753552564345,52.83,8.282281707505591
19.58,76.46130898319696,22.58,57.47548827955789,32.58,174.5239539607074,38.08,285.6955575258526,51.08,39.90453865823547,52.84,7.971068888680143
19.59,90.43792947394572,22.59,64.62512641447466,32.59,159.18196657875498,38.09,326.06102403891816,51.09,36.18646251312492,52.85,7.676902032854217
19.6,106.51738247852607,22.6,73.08192069711689,32.6,145.74038360380692,38.1,371.0519954866953,51.1,32.94032814531794,52.86,7.398570868815986
19.61,124.07228361042915,22.61,83.14114238081685,32.61,133.903914402146,38.11,419.52222850843765,51.11,30.09387858776657,52.87,7.134969579990196
19.62,141.76295918875527,22.62,95.163757975059,32.62,123.43125183635021,38.12,469.22254863805875,51.12,27.587217422096025,52.88,6.88508628332759
19.63,157.53330562245563,22.63,109.57947239978029,32.63,114.12393435996084,38.13,516.6810015918943,51.13,25.370605921743444,52.89,6.6479937104374205
19.64,168.95964025536287,22.64,126.87486048326006,32.64,105.81772317417551,38.14,557.4417507134536,51.14,23.402627620245944,52.9,6.42284093834531
19.65,173.9466551987748,22.65,147.54999672210198,32.65,98.3758887099412,38.15,586.776462789612,51.15,21.648680604487087,52.91,6.2088460384356345
19.66,171.49257495313316,22.66,172.01826942455688,32.66,91.68395234990216,38.16,600.7663849951413,51.16,20.07974879916836,52.92,6.00528953013592
19.67,162.09692160012403,22.67,200.42032740413262,32.67,85.64554273847156,38.17,597.3911536536756,51.17,18.671404562089325,52.93,5.811508541248318
19.68,147.55410657682276,22.68,232.3390573103307,32.68,80.17911042485109,38.18,577.1471336624224,51.18,17.40300012716017,52.94,5.6268915899302705
19.69,130.26491972146346,22.69,266.4577226187231,32.69,75.21530729836944,38.19,542.8921796956405,51.19,16.257011870666453,52.95,5.450873914540617
19.7,112.47232784557724,22.7,300.30124643906106,32.7,70.69488394107489,38.2,498.99474839350717,51.2,15.21850766941642,52.96,5.282933287172769
19.71,95.77866530670642,22.71,330.29176883399015,32.71,66.56699284908144,38.21,450.19177496799523,51.21,14.274713208243556,52.97,5.122586254950934
19.72,81.04112272474069,22.72,352.32325772096635,32.72,62.78781157028562,38.22,400.6191428882471,51.22,13.414657818368163,52.98,4.969384760272159
19.73,68.52330720636688,22.73,362.8266540115615,32.73,59.319419452073625,38.23,353.2840832271573,51.23,12.628884310115808,52.99,4.8229130972973655
19.74,58.12632430062289,22.74,359.93812126786486,32.74,56.128876557998645,38.24,309.98478762905944,51.24,11.909210400392187,53.0,4.682785167288892
19.75,49.58420187029566,22.75,344.18059127076583,32.75,53.187464620698,38.25,271.51743802498106,51.25,11.248531844927687,53.01,4.548641999967564
19.76,42.58768903404492,22.76,318.26805475861136,32.76,50.470058547219104,38.26,237.98613117995288,51.26,10.640659381493984,53.02,4.420149512036079
19.77,36.84653383215946,22.77,286.14758055177435,32.77,47.9546036442258,38.27,209.09054203482745,51.27,10.080183173507633,53.03,4.29699647745998
19.78,32.11295751761367,22.78,251.80704940979075,32.78,45.62167887317194,38.28,184.3389362582898,51.28,9.56235969778568,53.04,4.178892687097758
19.79,28.1852354826945,22.79,218.39235671045705,32.79,43.45413044312449,38.29,163.1830924786415,51.29,9.083017014379179,53.05,4.0655672778881735
19.8,24.90296867294036,22.8,187.8685619580509,32.8,41.4367631727415,38.3,145.0927104563879,51.3,8.638475145346824,53.06,3.956767214082104
19.81,22.139938891931997,22.81,161.12876708032906,32.81,39.5560795063474,38.31,129.5900946007508,51.31,8.225478916591152,53.07,3.8522559050041068
19.82,19.79710307304617,22.82,138.3123995297861,32.82,37.800058005768406,38.32,116.26170544082909,51.32,7.841141116837583,53.08,3.751811945574552
19.83,17.796614871967712,22.83,119.13359091165232,32.83,36.157964675696896,38.33,104.75764653902172,51.33,7.482894227387322,53.09,3.655227967358959
19.84,16.077029660658223,22.84,103.12494628368471,32.84,34.620191704598376,38.34,94.78568164125014,51.34,7.148449296566197,53.1,3.5623095892559347
19.85,14.589573046068475,22.85,89.78386062338707,32.85,33.17811918319165,38.35,86.1033818146624,51.35,6.835760790319263,53.11,3.4728744581204976
19.86,13.295278298129134,22.86,78.6449613233804,32.86,31.8239961506155,38.36,78.51020222104661,51.36,6.542996458155358,53.12,3.3867513706658148
19.87,12.162802599602564,22.87,69.30748209759321,32.87,30.550837954845697,38.37,71.84028469860534,51.37,6.268511421796237,53.13,3.3037794689056463
19.88,11.166762042938117,22.88,61.43924906601457,32.88,29.352337429966386,38.38,65.95625800617994,51.38,6.010825830414372,53.14,3.2238075022161747
19.89,10.286459013093472,22.89,54.77042293859419,32.89,28.222787813102393,38.39,60.744052932187955,51.39,5.7686055375885985,53.15,3.1466931498150688
19.9,9.50490532821107,22.9,49.08390882251772,32.9,27.157015667209702,38.4,56.1086389605509,51.4,5.540645346027542,53.16,3.0723023980965047
19.91,8.808068401989921,22.91,44.205638323129136,32.91,26.150322357687003,38.41,51.97055193374962,51.41,5.325854440681262,53.17,3.000508967825721
19.92,8.184286058424682,22.92,39.99598237025288,32.92,25.198432862712966,38.42,48.263079801151406,51.42,5.123243692198094,53.18,2.9311937867019404
19.93,7.623809435331523,22.93,36.34262762916073,32.93,24.297450888906074,38.43,44.92998609957614,51.43,4.931914563313908,53.19,2.8642445032452404
