,2theta,FWHM
111,19.65172888595084,0.2229902522653231
200,22.732873211678662,0.2310645759501889
220,32.38012248638983,0.22431622840791032
311,38.16308047228294,0.2463107823087692
222,50.90840654977953,0.2474959657698689
400,52.328767510545475,0.27806653197983217
