,2theta,FWHM
111,19.64821119565745,0.05843102020436487
200,22.720738664922294,0.0891580115774386
220,32.368937516710446,0.08414933958085655
311,38.15795807126472,0.0975859440097491
222,50.89740383252797,0.10081051455397573
400,52.32194868693938,0.10375995635944897
