noise,h,x0,ganma,sigma,2theta,FWHM,thetas,intensity
103.24474592078435,600.7656740116455,38.16308047870692,0.07330026485198057,1e-05,38.16308047870692,0.14677332838452273,37.0,2.380901936863955
,,,,,,,37.01,2.422210448375465
,,,,,,,37.02,2.464601911899669
,,,,,,,37.03,2.508114461470397
,,,,,,,37.04,2.5527879220883256
,,,,,,,37.05,2.5986639003691825
,,,,,,,37.06,2.6457858809038215
,,,,,,,37.07,2.694199328744137
,,,,,,,37.08,2.7439517984638355
,,,,,,,37.09,2.795093050279098
,,,,,,,37.1,2.8476751737557295
,,,,,,,37.11,2.9017527196739903
,,,,,,,37.12,2.957382840669918
,,,,,,,37.13,3.0146254413265505
,,,,,,,37.14,3.073543338445976
,,,,,,,37.15,3.134202432298302
,,,,,,,37.16,3.1966718897127975
,,,,,,,37.17,3.2610243399552585
,,,,,,,37.18,3.3273360844198607
,,,,,,,37.19,3.3956873212587384
,,,,,,,37.2,3.466162386174521
,,,,,,,37.21,3.538850010716334
,,,,,,,37.22,3.6138435995459925
,,,,,,,37.23,3.6912415282789754
,,,,,,,37.24,3.7711474636606606
,,,,,,,37.25,3.853670708007634
,,,,,,,37.26,3.938926570034734
,,,,,,,37.27,4.027036764396553
,,,,,,,37.28,4.118129842507209
,,,,,,,37.29,4.2123416574618515
,,,,,,,37.3,4.309815866170872
,,,,,,,37.31,4.4107044721420445
,,,,,,,37.32,4.515168412704092
,,,,,,,37.33,4.623378194868718
,,,,,,,37.34,4.73551458447569
,,,,,,,37.35,4.851769353770991
,,,,,,,37.36,4.972346093133367
,,,,,,,37.37,5.097461093296711
,,,,,,,37.38,5.227344305131995
,,,,,,,37.39,5.362240384853503
,,,,,,,37.4,5.502409833422412
,,,,,,,37.41,5.648130239940271
,,,,,,,37.42,5.799697639984837
,,,,,,,37.43,5.9574280011476155
,,,,,,,37.44,6.121658849520872
,,,,,,,37.45,6.292751052565327
,,,,,,,37.46,6.471090775712048
,,,,,,,37.47,6.657091632239742
,,,,,,,37.48,6.851197048461718
,,,,,,,37.49,7.053882869115326
,,,,,,,37.5,7.265660231112343
,,,,,,,37.51,7.4870787375634515
,,,,,,,37.52,7.718729968296169
,,,,,,,37.53,7.9612513680542705
,,,,,,,37.54,8.215330559295213
,,,,,,,37.55,8.481710133119481
,,,,,,,37.56,8.761192979541716
,,,,,,,37.57,9.054648227212336
,,,,,,,37.58,9.363017873060011
,,,,,,,37.59,9.68732419439068
,,,,,,,37.6,10.028678050088475
,,,,,,,37.61,10.388288194080038
,,,,,,,37.62,10.767471743600797
,,,,,,,37.63,11.167665967615775
,,,,,,,37.64,11.590441587637391
,,,,,,,37.65,12.037517814992839
,,,,,,,37.66,12.51077938628387
,,,,,,,37.67,13.012295903601816
,,,,,,,37.68,13.544343839458499
,,,,,,,37.69,14.10943163023162
,,,,,,,37.7,14.710328358414097
,,,,,,,37.71,15.35009661592926
,,,,,,,37.72,16.032130251653943
,,,,,,,37.73,16.760197840373166
